index	chinese_rank	frequency	word	traditional	pinyin	matched	meaning
5078	14926	2.39	陵墓	陵墓	língmù	lăng mộ	lăng mộ/lăng tẩm/lăng vua chúa thời xưa
5079	14928	2.39	不孝	不孝	bùxiào	bất hiếu	bất hiếu/không có hiếu/đứa con bất hiếu này
5080	14930	2.39	破获	破獲	pòhuò	phá hoạch	phá hoạch/phá án và bắt giam
5081	14935	2.38	有气无力	有氣無力	yǒuqìwúlì	hữu khí vô lực	hữu khí vô lực/uể oải/yếu ớt/ỉu xìu
5082	14940	2.38	地貌	地貌	dìmào	địa mạo	địa mạo/hình dạng bề mặt trái đất
5083	14941	2.38	生殖器	生殖器	shēngzhíqì	sinh thực khí	sinh thực khí/cơ quan sinh dục/bộ phận sinh dục
5084	14949	2.38	胡言乱语	胡言亂語	húyánluànyǔ	hồ ngôn loạn ngữ	hồ ngôn loạn ngữ/nói bậy/nói xằng/nói xằng xiên/nói xàm/nói nhảm/lời nói bậy/lời nói nhảm
5085	14950	2.38	海岛	海島	hǎidǎo	hải đảo	hải đảo/đảo/hòn đảo
5086	14952	2.38	新教	新教	xīnjiào	tân giáo	đạo Tin Lành/giáo phái Tin Lành/Tân Giáo
5087	14953	2.38	武则天	武則天	wǔzétiān	vũ tắc thiên	Vũ Tắc Thiên
5088	14984	2.37	火辣辣	火辣辣	huǒlàlà	hỏa lạt lạt	hỏa lạt lạt/nóng bỏng/nóng rát/hừng hực/đau rát/rát/nhức/đau nhức/nhức nhối/nóng bừng/nóng ruột/sốt ruột/lời lẽ sắc bén/mạnh mẽ/đầy sức thuyết phục
5089	14988	2.37	歌谣	歌謠	gēyáo	ca dao	ca dao
5090	14989	2.37	童子	童子	tóngzǐ	đồng tử	đồng tử/con trai/thằng bé/trẻ con
5091	14993	2.37	铁板	鐵板	tiěbǎn	thiết bản	thiết bản/cửa sắt/tấm sắt
5092	14997	2.36	店老板	店老闆	diànlǎobǎn	điếm lão bản	điếm lão bản
5093	15001	2.36	聚居	聚居	jùjū	tụ cư	tụ cư/tụ họp/ở tập trung/quần cư/khu dân cư/nơi tập trung dân cư
5094	15006	2.36	四角	四角	sìjiǎo	tứ giác	tứ giác/bốn góc
5095	15009	2.36	巫婆	巫婆	wūpó	vu bà	vu bà/bà mo/bà đồng
5096	15010	2.36	处事	處事	chùshì	xử sự	xử sự/giải quyết công việc/xử lý
5097	15011	2.36	贫寒	貧寒	pínhán	bần hàn	bần hàn/đói rét
5098	15012	2.36	无上	無上	wúshàng	vô thượng	vô thượng/cao nhất/tối cao/không gì hơn/hết sức
5099	15020	2.36	习性	習性	xíxìng	tập tính	tập tính/đặc tính/tính nết
5100	15021	2.36	常驻	常駐	chángzhù	thường trú	thường trú/cư trú/thường xuyên
5101	15023	2.36	安居	安居	ānjū	an cư	an cư/ổn định
5102	15025	2.36	酸甜苦辣	酸甜苦辣	suāntiánkǔlà	toan điềm khổ lạt	toan điềm khổ lạt/chua ngọt đắng cay/ngọt bùi cay đắng
5103	15027	2.36	铁血	鐵血	tiěxiě	thiết huyết	thiết huyết/ý chí kiên cường và giàu lòng hi sinh
5104	15034	2.36	娃儿	娃兒	wáér	oa nhi	oa nhi
5105	15036	2.36	石柱	石柱	shízhù	thạch trụ	cột đá/thạch trụ
5106	15037	2.36	老周	老周	lǎozhōu	lão chu	lão Chu
5107	15044	2.35	油然而生	油然而生	yóuránérshēng	du nhiên nhi sinh	du nhiên nhi sinh
5108	15047	2.35	财主	財主	cáizhǔ	tài chủ	tài chủ/nhà giàu/người có của/ông chủ/ông chủ lớn
5109	15050	2.35	振动	振動	zhèndòng	chấn động	chấn động/dao động/rung động
5110	15053	2.35	五色	五色	wǔsè	ngũ sắc	ngũ sắc/năm màu/nhiều màu sắc sặc sỡ
5111	15056	2.35	大礼堂	大禮堂	dàlǐtáng	đại lễ đường	đại lễ đường
5112	15059	2.35	清泉	清泉	qīngquán	thanh tuyền	thanh tuyền
5113	15061	2.35	瞻仰	瞻仰	zhānyǎng	chiêm ngưỡng	chiêm ngưỡng/nhìn cung kính
5114	15064	2.35	报国	報國	bàoguó	báo quốc	đền nợ nước/báo quốc/đền ơn nước/tận lực tận trung cho Tổ quốc
5115	15067	2.35	痴呆	痴呆	chīdāi	si ngốc	si ngốc/ngu/ngu ngốc
5116	15070	2.35	决裂	決裂	juéliè	quyết liệt	quyết liệt/tan vỡ/cắt đứt/đoạn tuyệt/chấm dứt/rạn nứt
5117	15072	2.35	自得	自得	zìdé	tự đắc	tự đắc/vênh váo
5118	15074	2.35	天池	天池	tiānchí	thiên trì	thiên trì
5119	15075	2.35	图腾	圖騰	túténg	đồ đằng	đồ đằng/tô-tem/vật tổ
5120	15076	2.35	同化	同化	tónghuà	đồng hóa	đồng hóa/đồng hoá/hiện tượng biến âm
5121	15077	2.35	功名	功名	gōngmíng	công danh	công danh
5122	15078	2.35	稀有	稀有	xīyǒu	hi hữu	hi hữu/hiếm/hiếm có/hiếm thấy
5123	15080	2.34	宝库	寶庫	bǎokù	bảo khố	bảo khố/kho báu/kho tàng/nơi cất giấu những vật quý
5124	15088	2.34	争霸	爭霸	zhēngbà	tranh phách	tranh phách
5125	15093	2.34	流转	流轉	líuzhuǎn	lưu chuyển	lưu chuyển/chuyển chỗ ở/chuyển nơi ở/quay vòng/trôi chảy/lưu loát
5126	15100	2.34	豪放	豪放	háofàng	hào phóng	hào phóng/phóng khoáng
5127	15106	2.34	舞女	舞女	wǔnv̌	vũ nữ	vũ nữ/gái nhảy
5128	15108	2.34	汕头	汕頭	shàntóu	sán đầu	Sán Đầu
5129	15109	2.34	身不由己	身不由己	shēnbùyóujǐ	thân bất do kỷ	thân bất do kỷ
5130	15110	2.34	洞房	洞房	dòngfáng	động phòng	động phòng/buồng cưới/phòng tân hôn
5131	15113	2.34	魂魄	魂魄	húnpò	hồn phách	hồn phách/hồn/linh hồn/hồn vía
5132	15118	2.34	不屈	不屈	bùqū	bất khuất	bất khuất/không khuất phục
5133	15120	2.34	自问	自問	zìwèn	tự vấn	tự hỏi/tự vấn/tự đánh giá
5134	15121	2.34	快意	快意	kuàiyì	khoái ý	khoái ý/sảng khoái/thoải mái
5135	15125	2.34	商会	商會	shānghùi	thương hội	thương hội/hội thương mại/hội nhà buôn
5136	15126	2.34	噩耗	噩耗	èhào	ngạc háo	tin dữ/buồn/tin buồn/ngạc háo/tin xấu
5137	15136	2.33	刘某	劉某	líumǒu	lưu mỗ	Lưu mỗ
5138	15138	2.33	假山	假山	jiǎshān	giả sơn	núi giả/giả sơn/hòn non bộ
5139	15140	2.33	雪峰	雪峰	xuěfēng	tuyết phong	tuyết phong
5140	15145	2.33	不畏	不畏	bùwèi	bất úy	không sợ/bất úy
5141	15148	2.33	贯通	貫通	guàntōng	quán thông	quán thông/thông hiểu/thông suốt/nối liền
5142	15150	2.33	内敛	內斂	nèiliàn	nội liễm	nội liễm
5143	15152	2.33	周全	周全	zhōuquán	chu toàn	chu toàn/chu đáo/toàn diện/giúp đỡ
5144	15154	2.33	配料	配料	pèiliào	phối liệu	phối liệu/vật liệu hỗn hợp
5145	15157	2.33	精简	精簡	jīngjiǎn	tinh giản	tinh giản/rút gọn
5146	15163	2.33	聪慧	聰慧	cōnghùi	thông tuệ	trí tuệ/thông tuệ/thông minh/sáng suốt/sáng sủa
5147	15164	2.33	联名	聯名	liánmíng	liên danh	liên danh
5148	15165	2.33	惠州	惠州	hùizhōu	huệ châu	Huệ Châu
5149	15169	2.33	安葬	安葬	ānzàng	an táng	an táng/chôn/chôn cất/mai táng
5150	15184	2.32	束手无策	束手無策	shùshǒuwúcè	thúc thủ vô sách	thúc thủ vô sách - bó tay không biện pháp/thúc thủ vô sách
5151	15185	2.32	石雕	石雕	shídiāo	thạch điêu	thạch điêu/chạm đá/điêu khắc đá
5152	15191	2.32	失礼	失禮	shīlǐ	thất lễ	thất lễ/vô lễ/thiếu lễ độ/thiếu lễ phép
5153	15196	2.32	磁性	磁性	cíxìng	từ tính	từ tính
5154	15197	2.32	大舅	大舅	dàjìu	đại cữu	đại cữu/cậu
5155	15202	2.31	恩师	恩師	ēnshī	ân sư	ân sư
5156	15204	2.31	泪痕	淚痕	lèihén	lệ ngân	nước mắt/lệ ngân/vệt nước mắt
5157	15212	2.31	琼瑶	瓊瑤	qióngyáo	quỳnh dao	quỳnh dao
5158	15225	2.31	万历	萬曆	wànlì	vạn lịch	Vạn Lịch
5159	15235	2.31	阵亡	陣亡	zhènwáng	trận vong	bỏ mình/trận vong/chết trận/tử trận/hi sinh tại mặt trận
5160	15242	2.31	禅宗	禪宗	shànzōng	thiền tông	thiền tông
5161	15243	2.31	冤案	冤案	yuānàn	oan án	oan án/án oan
5162	15245	2.31	重用	重用	zhòngyòng	trọng dụng	trọng dụng
5163	15249	2.3	道门	道門	dàomén	đạo môn	đạo môn/đạo giáo/đạo gia/môn đạo
5164	15254	2.3	不意	不意	bùyì	bất ý	không/bất ngờ/không ngờ/chẳng ngờ/nào ngờ/bất ý/không ngờ thế
5165	15255	2.3	登载	登載	dēngzài	đăng tải	đăng/đăng tải/đưa/đưa tin/đăng tin
5166	15259	2.3	限额	限額	xiàné	hạn ngạch	hạn ngạch
5167	15260	2.3	党派	黨派	dǎngpài	đảng phái	đảng phái
5168	15264	2.3	少林寺	少林寺	shǎolínsì	thiếu lâm tự	Thiếu Lâm tự
5169	15265	2.3	基数	基數	jīshù	cơ số	số đếm/cơ số
5170	15266	2.3	立秋	立秋	lìqīu	lập thu	lập thu
5171	15271	2.3	高高在上	高高在上	gāogāozàishàng	cao cao tại thượng	cao cao tại thượng/ăn trên ngồi trước/chỉ tay năm ngón/ngồi tít trên cao/xa rời quần chúng
5172	15273	2.3	本体	本體	běntǐ	bản thể	bản thể/phần quan trọng/bộ phận chính, chủ chốt
5173	15276	2.3	凝神	凝神	níngshén	ngưng thần	ngưng thần/tập trung suy nghĩ/tập trung tư tưởng/trầm ngâm
5174	15280	2.3	华美	華美	huáměi	hoa mỹ	hoa mỹ/hoa lệ/lộng lẫy
5175	15281	2.3	无双	無雙	wúshuāng	vô song	vô song/độc nhất vô nhị/có một không hai
5176	15296	2.29	姑奶奶	姑奶奶	gūnǎinǎi	cô nãi nãi	cô nãi nãi/bà cô/cô
5177	15298	2.29	吸血鬼	吸血鬼	xīxiěgǔi	hấp huyết quỷ	quỷ hút máu/hấp huyết quỷ/quỷ khát máu/đồ hút máu
5178	15299	2.29	监制	監製	jiānzhì	giám chế	giám chế/giám sát/theo dõi việc sản xuất
5179	15308	2.29	政界	政界	zhèngjiè	chính giới	chính giới/giới chính trị
5180	15312	2.29	气流	氣流	qìlíu	khí lưu	dòng khí/khí lưu/luồng không khí/luồng hơi/luồng khí hít thở/luồng khí tạo nên âm thanh
5181	15321	2.29	民政	民政	mínzhèng	dân chính	dân chính
5182	15324	2.29	正色	正色	zhèngsè	chính sắc	chính sắc/màu chính/màu gốc/màu cơ bản/nghiêm nghị/nghiêm mặt
5183	15332	2.29	白杨	白楊	báiyáng	bạch dương	bạch dương/cây - bạch dương/dương trắng/cây dương rung/ngân bạch dương
5184	15333	2.29	论据	論據	lùnjù	luận cứ	luận cứ/căn cứ
5185	15343	2.29	吴先生	吳先生	wúxiānshēng	ngô tiên sinh	Ngô tiên sinh
5186	15346	2.28	邯郸	邯鄲	hándān	hàm đan	Hàm Đan
5187	15351	2.28	雷诺	雷諾	léinuò	lôi nặc	Lôi Nặc
5188	15359	2.28	黄帝	黃帝	huángdì	hoàng đế	hoàng đế
5189	15363	2.28	检阅	檢閱	jiǎnyuè	kiểm duyệt	kiểm duyệt/duyệt/đọc qua
5190	15364	2.28	博爱	博愛	bóài	bác ái	bác ái/tình yêu nhân loại/lòng thương người
5191	15365	2.28	老妇	老婦	lǎofù	lão phụ	lão phụ
5192	15368	2.28	波音	波音	bōyīn	ba âm	ba âm
5193	15376	2.28	亡灵	亡靈	wánglíng	vong linh	vong linh/linh hồn người chết
5194	15379	2.28	空袭	空襲	kōngxí	không tập	không kích/không tập/tập kích đường không
5195	15380	2.28	同级	同級	tóngjí	đồng cấp	đồng cấp
5196	15388	2.28	西医	西醫	xīyì	tây y	Tây y/y học phương Tây/thầy thuốc Tây y/bác sĩ
5197	15389	2.28	优待	優待	yōudài	ưu đãi	ưu đãi/đối đãi tốt/đãi ngộ tốt
5198	15395	2.27	保险费	保險費	bǎoxiǎnfèi	bảo hiểm phí	bảo hiểm phí/phí bảo hiểm/bảo phí
5199	15396	2.27	神通	神通	shéntōng	thần thông	thần thông/bản lĩnh cao cường
5200	15398	2.27	情敌	情敵	qíngdí	tình địch	tình địch
5201	15403	2.27	预谋	預謀	yùmóu	dự mưu	dự mưu/mưu tính trước/dự tính trước/lập kế hoạch trước
5202	15404	2.27	心病	心病	xīnbìng	tâm bệnh	tâm bệnh/nỗi lo lắng/nỗi buồn phiền/nỗi đau thầm kín
5203	15407	2.27	旅舍	旅舍	lv̌shè	lữ xá	lữ xá/lữ quán/quán trọ/khách sạn
5204	15415	2.27	韵律	韻律	yùnlv̀	vận luật	vận luật/luật thơ/nhịp/phách/điệu
5205	15416	2.27	帕克	帕克	pàkè	mạt khắc	Mạt Khắc
5206	15422	2.27	盛宴	盛宴	shèngyàn	thịnh yến	thịnh yến
5207	15424	2.27	东汉	東漢	dōnghàn	đông hán	Đông Hán
5208	15426	2.27	新娘子	新孃子	xīnniángzǐ	tân nương tử	tân nương tử
5209	15429	2.27	佛学	佛學	fóxué	phật học	Phật học
5210	15436	2.27	无益	無益	wúyì	vô ích	vô ích/không có ích/không ích gì
5211	15437	2.27	冰心	冰心	bīngxīn	băng tâm	băng tâm
5212	15439	2.27	仅存	僅存	jǐncún	cận tồn	cận tồn/chỉ/duy nhất/còn lại
5213	15442	2.27	罗兰	羅蘭	luōlán	la lan	La Lan
5214	15443	2.27	舍利	舍利	shèlì	xá lợi	xá lợi/xá lị
5215	15444	2.27	嗅觉	嗅覺	xìujué	khứu giác	khứu giác
5216	15448	2.27	正派	正派	zhèngpài	chính phái	chính phái/nghiêm túc/đứng đắn/ngay thẳng thật thà
5217	15452	2.26	造句	造句	zàojù	tạo câu	đặt câu/tạo câu
5218	15454	2.26	对内	對內	dùinèi	đối nội	đối nội
5219	15457	2.26	核准	核准	hézhǔn	hạch chuẩn	hạch chuẩn/thẩm duyệt/thẩm định/thẩm tra xong phê chuẩn/xét và định đoạt
5220	15462	2.26	会所	會所	hùisuǒ	hội sở	hội sở
5221	15464	2.26	渔业	漁業	yúyè	ngư nghiệp	ngư nghiệp/nghề đánh cá/nghề chài lưới/ngành nuôi trồng thuỷ hải sản
5222	15468	2.26	叔父	叔父	shūfù	thúc phụ	thúc phụ/chú ruột
5223	15471	2.26	眼力	眼力	yǎnlì	nhãn lực	nhãn lực/thị lực/năng lực phân biệt
5224	15472	2.26	风韵	風韻	fēngyùn	phong vận	phong vận/bộ dạng thuỳ mị/bộ dạng thướt tha
5225	15473	2.26	水仙	水仙	shǔixiān	thủy tiên	thủy tiên/cây thuỷ tiên/hoa thuỷ tiên
5226	15477	2.25	冰点	冰點	bīngdiǎn	băng điểm	băng điểm/điểm đóng băng/điểm đông
5227	15479	2.25	处决	處決	chùjué	xử quyết	xử quyết/giết/hành hình/hành quyết/thi hành án/xử lý quyết định/giải quyết/phân xử/dàn xếp/hoà giải
5228	15482	2.25	测定	測定	cèdìng	trắc định	trắc định/xác định/đo định/đo/định
5229	15483	2.25	伍德	伍德	wǔdé	ngũ đức	Ngũ Đức
5230	15488	2.25	布告	布告	bùgào	bố cáo	bố cáo/bản thông báo/tờ bố cáo/thông tri/yết thị/thông cáo/bản tin/thông báo/bá cáo/cáo thị/công bố/ban bố
5231	15489	2.25	舒舒服服	舒舒服服	shūshūfúfú	thư thư phục phục	thư thư phục phục
5232	15491	2.25	大同小异	大同小異	dàtóngxiǎoyì	đại đồng tiểu dị	đại đồng tiểu dị/đại để giống nhau/na ná như nhau/cơ bản giống nhau
5233	15494	2.25	气度	氣度	qìdù	khí độ	khí độ/phong thái/khí phách
5234	15496	2.25	新大陆	新大陸	xīndàlù	tân đại lục	tân đại lục/đại lục mới
5235	15499	2.25	盆地	盆地	péndì	bồn địa	bồn địa/thung lũng/lòng chảo/chỗ trũng/vũng trũng
5236	15501	2.25	灵动	靈動	língdòng	linh động	linh động
5237	15502	2.25	侍卫	侍衛	shìwèi	thị vệ	thị vệ/vệ sĩ/quan tả hữu
5238	15511	2.25	斩钉截铁	斬釘截鐵	zhǎndīngjiétiě	trảm đinh tiệt thiết	trảm đinh tiệt thiết/như đinh đóng cột/như dao chém đất/chém đinh chặt sắt
5239	15513	2.25	美人鱼	美人魚	měirényú	mỹ nhân ngư	mỹ nhân ngư
5240	15518	2.25	散漫	散漫	sànmàn	tản mạn	tản mạn/phân tán/không tập trung
5241	15519	2.25	上官	上官	shàngguān	thượng quan	thượng quan/họ Thượng Quan
5242	15520	2.25	外景	外景	wàijǐng	ngoại cảnh	ngoại cảnh/cảnh ngoài trời
5243	15522	2.25	红衣	紅衣	hóngyī	hồng y	hồng y
5244	15523	2.25	定神	定神	dìngshén	định thần	định thần/chú ý/tập trung tinh thần/trấn tĩnh/tinh thần yên định
5245	15526	2.24	出山	出山	chūshān	xuất sơn	rời núi/xuất sơn/xuống núi/ra khỏi núi/ra làm quan
5246	15528	2.24	中队长	中隊長	zhōngdùicháng	trung đội trưởng	trung đội trưởng
5247	15529	2.24	三爷	三爺	sānyé	tam gia	tam gia
5248	15531	2.24	清查	清查	qīngchá	thanh tra	thanh tra/kiểm tra
5249	15534	2.24	传世	傳世	chuánshì	truyền thế	truyền lại đời sau/truyền thế/truyền đời
5250	15538	2.24	巨蟹	巨蟹	jùxiè	cự giải	cự giải/cua lớn
5251	15543	2.24	动脉	動脈	dòngmài	động mạch	động mạch/đường huyết mạch
5252	15546	2.24	马不停蹄	馬不停蹄	mǎbùtíngtí	mã bất đình đề	mã bất đình đề/ngựa không dừng vó/tiến tới không ngừng
5253	15556	2.24	一无所获	一無所獲	yīwúsuǒhuò	nhất vô sở hoạch	không thu hoạch được gì/nhất vô sở hoạch
5254	15557	2.24	糊弄	糊弄	húnòng	hồ lộng	hồ lộng/lừa gạt/lừa/lừa bịp/lừa đảo/bịp/đánh lừa/miễn cưỡng/tạm
5255	15562	2.24	仿真	仿真	fǎngzhēn	phảng chân	phảng chân
5256	15563	2.24	人类学	人類學	rénlèixué	nhân loại học	nhân loại học
5257	15569	2.24	拳脚	拳腳	quánjiǎo	quyền cước	quyền cước/quyền thuật/võ thuật
5258	15571	2.24	下肚	下肚	xiàdù	hạ đỗ	hạ đỗ/lót bụng
5259	15572	2.24	南北朝	南北朝	nánběizhāo	nam bắc triều	Nam Bắc triều
5260	15575	2.24	下人	下人	xiàrén	hạ nhân	hạ nhân/tôi tớ/đầy tớ
5261	15577	2.24	金边	金邊	jīnbiān	kim biên	viền vàng/Phnôm-pênh/Phnom Penh/Kim Biên/Nam Vang
5262	15587	2.23	俗气	俗氣	súqì	tục khí	tục khí/thô bỉ/thô tục/tầm thường
5263	15589	2.23	知县	知縣	zhīxiàn	tri huyện	tri huyện/quan huyện
5264	15590	2.23	总指挥	總指揮	zǒngzhǐhūi	tổng chỉ huy	tổng chỉ huy
5265	15592	2.23	迂回	迂迴	yūhúi	vu hồi	vu hồi/quanh co/vòng quanh/vòng vèo/ngoằn ngoèo
5266	15593	2.23	能手	能手	néngshǒu	năng thủ	năng thủ/tay thiện nghệ/tay cừ khôi/tay giỏi giang/tay giỏi
5267	15595	2.23	暴乱	暴亂	bàoluàn	bạo loạn	bạo loạn/dấy loạn/náo động/náo loạn/cuộc phiến loạn/cuộc nổi loạn
5268	15598	2.23	主见	主見	zhǔjiàn	chủ kiến	chủ kiến
5269	15604	2.23	不敬	不敬	bùjìng	bất kính	bất kính
5270	15607	2.23	辩证	辯證	biànzhèng	biện chứng	biện chứng/phân tích khảo chứng
5271	15608	2.23	状语	狀語	zhuàngyǔ	trạng ngữ	trạng ngữ
5272	15609	2.23	魏晋	魏晉	wèijìn	ngụy tấn	Ngụy Tấn
5273	15610	2.23	方程	方程	fāngchéng	phương trình	phương trình
5274	15615	2.23	唐突	唐突	tángtū	đường đột	đường đột/mạo phạm
5275	15616	2.23	凶残	凶殘	xiōngcán	hung tàn	hung tàn/độc ác tàn nhẫn/kẻ hung ác/kẻ hung bạo
5276	15617	2.23	入院	入院	rùyuàn	nhập viện	nhập viện/vào viện
5277	15618	2.23	公报	公報	gōngbào	công báo	công báo/thông báo/thông cáo
5278	15625	2.23	公仆	公僕	gōngpū	công bộc	công bộc/người đầy tớ của nhân dân/quan chức/đầy tớ nhân dân
5279	15628	2.22	道场	道場	dàocháng	đạo trường	đàn tràng/đạo trường
5280	15630	2.22	血肉	血肉	xiěròu	huyết nhục	huyết nhục/máu và thịt/máu thịt/mật thiết
5281	15642	2.22	东山再起	東山再起	dōngshānzàiqǐ	đông sơn tái khởi	Đông Sơn tái khởi/thua keo này bày keo khác/đợi thời trở lại/trở lại ngày xưa
5282	15647	2.22	一品	一品	yīpǐn	nhất phẩm	nhất phẩm
5283	15650	2.22	初试	初試	chūshì	sơ thí	sơ thí/thí nghiệm lần đầu/vòng sơ khảo/thi vòng đầu/thi vòng sơ khảo
5284	15652	2.22	天书	天書	tiānshū	thiên thư	thiên thư/văn chương chữ viết khó đọc hoặc khó hiểu/chiếu thư
5285	15653	2.22	不规则	不規則	bùgūizé	bất quy tắc	bất quy tắc/không theo quy tắc/không theo luật lệ gì cả/khác thường/dị thường
5286	15657	2.22	内情	內情	nèiqíng	nội tình	nội tình/tình hình bên trong/tình hình nội bộ
5287	15660	2.22	小将	小將	xiǎojiāng	tiểu tướng	tiểu tướng
5288	15668	2.21	手镯	手鐲	shǒuzhuó	thủ trạc	thủ trạc/vòng tay/xuyến
5289	15671	2.21	同治	同治	tóngzhì	đồng trị	Đồng Trị
5290	15674	2.21	镇江	鎮江	zhènjiāng	trấn giang	Trấn Giang
5291	15675	2.21	君王	君王	jūnwáng	quân vương	quân vương
5292	15677	2.21	奏效	奏效	zòuxiào	tấu hiệu	hiệu quả/có hiệu quả/đạt hiệu quả/tấu hiệu/dùng có hiệu
5293	15681	2.21	五金	五金	wǔjīn	ngũ kim	ngũ kim/kim khí
5294	15682	2.21	五彩缤纷	五彩繽紛	wǔcǎibīnfēn	ngũ thải tân phân	ngũ thải tân phân
5295	15685	2.21	杀气	殺氣	shāqì	sát khí	sát khí/hung ác/trút giận
5296	15687	2.21	忠心	忠心	zhōngxīn	trung tâm	trung tâm/lòng trung/lòng trung thành/trung thành
5297	15688	2.21	巡抚	巡撫	xúnfǔ	tuần phủ	tuần phủ
5298	15690	2.21	黄先生	黃先生	huángxiānshēng	hoàng tiên sinh	Hoàng tiên sinh
5299	15691	2.21	骏马	駿馬	jùnmǎ	tuấn mã	tuấn mã/ngựa tốt/ngựa hay/ngựa giỏi
5300	15694	2.21	挂念	掛念	guàniàn	quải niệm	quải niệm/nhớ/nhớ mong/thắp thỏm
5301	15698	2.2	收发	收發	shōufā	thu phát	thu phát/thu vào phát ra/người phụ trách văn thư
5302	15699	2.2	僧侣	僧侶	sēnglv̌	tăng lữ	tăng lữ/thầy tu/sư sãi
5303	15706	2.2	法门	法門	fǎmén	pháp môn	pháp môn/cửa Phật/Phật môn/phương pháp/cách thức
5304	15707	2.2	名画	名畫	mínghuà	danh họa	danh họa
5305	15709	2.2	男装	男裝	nánzhuāng	nam trang	nam trang
5306	15714	2.2	征战	徵戰	zhēngzhàn	chinh chiến	chinh chiến
5307	15716	2.2	文选	文選	wénxuǎn	văn tuyển	văn tuyển/tuyển tập/văn chọn lọc
5308	15717	2.2	侍女	侍女	shìnv̌	thị nữ	thị nữ/tỳ nữ/đầy tớ gái
5309	15721	2.2	战车	戰車	zhànchē	chiến xa	chiến xa
5310	15722	2.2	郎中	郎中	lángzhōng	lang trung	lang trung/thầy lang
5311	15726	2.2	可敬	可敬	kějìng	khả kính	khả kính
5312	15739	2.2	愚弄	愚弄	yúnòng	ngu lộng	lường gạt/lừa bịp/lừa dối/lừa gạt/ngu lộng/lừa gạt người
5313	15744	2.19	王位	王位	wángwèi	vương vị	vương vị
5314	15746	2.19	小节	小節	xiǎojié	tiểu tiết	tiểu tiết/chỉ những việc nhỏ nhặt/ô nhịp
5315	15748	2.19	林场	林場	líncháng	lâm trường	công việc trên lâm trường/lâm trường
5316	15752	2.19	总长	總長	zǒngcháng	tổng trưởng	tổng trưởng/bộ trưởng/tham mưu trưởng/tổng tham mưu trưởng
5317	15757	2.19	定型	定型	dìngxíng	định hình	định hình/hình thức cố định
5318	15760	2.19	亡国	亡國	wángguó	vong quốc	mất nước/vong quốc/nước bị diệt/nước đã mất
5319	15761	2.19	宪兵	憲兵	xiànbīng	hiến binh	hiến binh/quân cảnh
5320	15770	2.19	白骨	白骨	báigǔ	bạch cốt	bạch cốt
5321	15776	2.19	闭塞	閉塞	bìsāi	bế tắc	bế tắc/nghẽn/tắt/tắt nghẽn/bít/hoang vu/hẻo lánh/không thoáng/không nhạy tin
5322	15786	2.19	湛蓝	湛藍	zhànlán	trạm lam	trạm lam/xanh thắm/xanh da trời/xanh thẳm
5323	15788	2.19	功绩	功績	gōngjī	công tích	công tích/công lao và thành tích/công trạng/công trạng và thành tích
5324	15792	2.19	称职	稱職	chēngzhí	xứng chức	xứng chức/xứng đáng với chức vụ
5325	15793	2.19	助词	助詞	zhùcí	trợ từ	trợ từ/trợ từ kết cấu/trợ từ thời thái/trợ từ ngữ khí
5326	15799	2.18	医科	醫科	yìkē	y khoa	y khoa
5327	15800	2.18	拜见	拜見	bàijiàn	bái kiến	bái kiến/chào/ra mắt/đến chào
5328	15804	2.18	磨蹭	磨蹭	mócèng	ma thặng	cọ xát/ma thặng/bần thần/ngơ ngác/lê nhẹ/đi chầm chậm/lê chầm chậm/quấy rầy/làm phiền/lèo nhèo/kì kèo/mè nheo
5329	15809	2.18	底细	底細	dǐxì	để tế	chi tiết/để tế/nội tình/căn nguyên/tình hình bên trong
5330	15811	2.18	防空	防空	fángkōng	phòng không	phòng không/phòng thủ trên không
5331	15816	2.18	吐露	吐露	tǔlù	thổ lộ	thổ lộ/nói ra
5332	15820	2.18	谦逊	謙遜	qiānxùn	khiêm tốn	khiêm tốn/nhũn nhặn
5333	15821	2.18	军服	軍服	jūnfú	quân phục	quân phục
5334	15824	2.18	重阳	重陽	zhòngyáng	trùng dương	trùng dương/trùng cửu
5335	15826	2.18	法术	法術	fǎzhú	pháp thuật	pháp thuật/phù phép
5336	15831	2.18	体裁	體裁	tǐcái	thể tài	thể tài
5337	15832	2.18	元宝	元寶	yuánbǎo	nguyên bảo	nguyên bảo
5338	15841	2.18	原稿	原稿	yuángǎo	nguyên cảo	nguyên cảo/bản thảo/bản cảo
5339	15844	2.18	作怪	作怪	zuòguài	tác quái	tác quái/quấy phá/làm hại/tác oai tác quái
5340	15846	2.17	天宫	天宮	tiāngōng	thiên cung	thiên cung/cung điện của thần tiên
5341	15847	2.17	观世音	觀世音	guānshìyīn	quan thế âm	Quan Thế Âm
5342	15848	2.17	忘情	忘情	wàngqíng	vong tình	vong tình/cầm lòng/thờ ơ/hờ hững/thỏa tình/thỏa thích/say sưa/thoả tình/thoả thích
5343	15849	2.17	千辛万苦	千辛萬苦	qiānxīnwànkǔ	thiên tân vạn khổ	thiên tân vạn khổ/trăm cay nghìn đắng
5344	15851	2.17	产出	產出	chǎnchū	sản xuất	sản xuất/sinh ra/đẻ ra
5345	15853	2.17	拮据	拮据	jiéjù	kiết cư	túng quẫn/túng bấn/túng thiếu/kẹt/kiết cư/bệnh tay
5346	15859	2.17	浴场	浴場	yùcháng	dục trường	bãi tắm/dục trường
