chinese word ranking	frequency	word	traditional	pinyin	hanviet	meaning
8805	5.06	华山	華山	huáshān	hoa sơn	Hoa Sơn
8812	5.05	同性	同性	tóngxìng	đồng tính	đồng tính/cùng giới tính/cùng giới/cùng tính chất
8815	5.05	埋葬	埋葬	máizàng	mai táng	mai táng/chôn cất/chôn
8819	5.05	考查	考查	kǎochá	khảo tra	khảo tra/đánh giá/kiểm tra/sát hạch
8823	5.04	岳父	岳父	yuèfù	nhạc phụ	nhạc phụ/cha vợ
8824	5.04	清静	清靜	qīngjìng	thanh tĩnh	thanh tĩnh/yên tĩnh/yên lặng/thanh vắng/vắng vẻ
8840	5.03	拥护	擁護	yǒnghù	ủng hộ	ủng hộ/tán thành
8865	5.02	好学	好學	hǎoxué	hiếu học	hiếu học/ham học/yêu khoa học
8866	5.02	小雪	小雪	xiǎoxuě	tiểu tuyết	tiểu tuyết
8874	5.01	大队长	大隊長	dàdùicháng	đại đội trưởng	đại đội trưởng
8876	5.01	古文	古文	gǔwén	cổ văn	cổ văn/văn cổ/chữ cổ/cổ tự
8878	5.01	会话	會話	hùihuà	hội thoại	hội thoại/nói chuyện/đối thoại/nói chuyện với nhau
8886	5.0	万能	萬能	wànnéng	vạn năng	vạn năng/toàn năng/có nhiều công dụng
8889	5.0	发火	發火	fāhuǒ	phát hỏa	phát hỏa/nổi giận/phát hoả/nổ/cháy/phát nổ/bốc cháy/cháy nhà/dễ nhóm/nổi cáu
8895	4.99	首领	首領	shǒulǐng	thủ lĩnh	thủ lĩnh/đầu cổ/người đứng đầu
8897	4.99	急速	急速	jísù	cấp tốc	cấp tốc/nhanh chóng/lao nhanh/mau chóng
8898	4.99	两性	兩性	liǎngxìng	lưỡng tính	lưỡng tính/giống đực giống cái/con trai con gái
8900	4.99	谋生	謀生	móushēng	mưu sinh	mưu sinh/kiếm sống/tìm kế sinh nhai
8909	4.99	体积	體積	tǐjī	thể tích	thể tích
8911	4.98	上将	上將	shàngjiāng	thượng tướng	thượng tướng
8913	4.98	丁香	丁香	dīngxiāng	đinh hương	đinh hương/tử đinh hương/cây tử đinh hương/hoa tử đinh hương
8919	4.98	张三	張三	zhāngsān	trương tam	Trương Tam
8926	4.98	相传	相傳	xiāngchuán	tương truyền	tương truyền/nghe đâu/truyền thụ/truyền dạy
8927	4.98	文坛	文壇	wéntán	văn đàn	văn đàn/giới văn học/làng văn
8936	4.97	田园	田園	tiányuán	điền viên	điền viên/nông thôn
8940	4.97	词组	詞組	cízǔ	từ tổ	từ tổ/nhóm từ/cụm từ/thành ngữ
8948	4.96	编译	編譯	biānyì	biên dịch	biên dịch/biên tập và phiên dịch/người biên dịch
8949	4.96	镇静	鎮靜	zhènjìng	trấn tĩnh	trấn tĩnh/bình tĩnh/điềm tĩnh/giữ bình tĩnh
8950	4.96	追寻	追尋	zhūixún	truy tầm	truy tìm/truy tầm/truy nã
8955	4.96	沉静	沉靜	chénjìng	trầm tĩnh	trầm tĩnh/im ắng/tĩnh mịch/yên tĩnh/yên lặng/lắng dịu/bình tĩnh/bình thản/dịu dàng/hoà nhã/trầm lặng
8959	4.95	参见	參見	cānjiàn	tham kiến	tham kiến/xem thêm/yết kiến/bái kiến/kính chào
8961	4.95	庄重	莊重	zhuāngzhòng	trang trọng	trang trọng/trang nghiêm
8978	4.94	古迹	古蹟	gǔjī	cổ tích	cổ tích/di tích cổ
8981	4.94	省城	省城	shěngchéng	tỉnh thành	tỉnh thành/tỉnh lị
8996	4.92	杰作	傑作	jiézuò	kiệt tác	kiệt tác/tác phẩm hay/tác phẩm kinh điển
8998	4.92	宝物	寶物	bǎowù	bảo vật	bảo vật/báu vật/vật báu
9005	4.92	家用	家用	jiāyòng	gia dụng	gia dụng/dùng ở nhà/đồ dùng gia đình/chi phí trong nhà
9006	4.91	狂风	狂風	kuángfēng	cuồng phong	cuồng phong/gió lớn
9009	4.91	社论	社論	shèlùn	xã luận	xã luận
9017	4.9	展望	展望	zhǎnwàng	triển vọng	triển vọng/nhìn về tương lai/nhìn ra xa/dự báo
9021	4.9	圣地	聖地	shèngdì	thánh địa	thánh địa/đất thánh/cái nôi/vùng đất thiêng liêng
9030	4.89	总管	總管	zǒngguǎn	tổng quản	tổng quản/quản lý chung/quản lý toàn bộ/người quản lý/người quản lý chung
9032	4.89	增进	增進	zēngjìn	tăng tiến	tăng tiến/xúc tiến/tăng thêm/phát triển
9033	4.89	详尽	詳盡	xiángjǐn	tường tận	tường tận/đầy đủ
9037	4.89	用意	用意	yòngyì	dụng ý	dụng ý/mưu đồ/mưu tính
9039	4.89	恳求	懇求	kěnqíu	khẩn cầu	khẩn cầu/cầu xin/khẩn thiết thỉnh cầu/thành khẩn yêu cầu
9040	4.89	升华	升華	shēnghuá	thăng hoa	thăng hoa/bốc hơi/bay hơi
9047	4.88	千古	千古	qiāngǔ	thiên cổ	thiên cổ/nghìn đời/nghìn xưa
9049	4.88	发病	發病	fābìng	phát bệnh	phát bệnh/mắc bệnh/sinh bệnh
9057	4.87	自责	自責	zìzé	tự trách	tự trách/tự trách mình
9060	4.87	体操	體操	tǐcāo	thể thao	thể thao
9062	4.87	农夫	農夫	nóngfū	nông phu	nông phu/người làm ruộng
9067	4.87	救济	救濟	jìujì	cứu tế	cứu tế
9069	4.87	北欧	北歐	běiōu	bắc âu	Bắc Âu
9070	4.87	伯伯	伯伯	bóbó	bá bá	bá bá/bác trai/bác
9072	4.87	陆地	陸地	lùdì	lục địa	lục địa/đất liền
9073	4.87	圣母	聖母	shèngmǔ	thánh mẫu	thánh mẫu/đức mẹ Ma-ri-a/đức mẹ
9078	4.86	四海	四海	sìhǎi	tứ hải	tứ hải/bốn biển/khắp nơi
9082	4.86	祭祀	祭祀	jìsì	tế tự	hiến tế/tế tự/thờ cúng/cúng tế/lễ bái
9087	4.86	阻力	阻力	zǔlì	trở lực	lực cản/trở lực/sức cản
9089	4.86	献身	獻身	xiànshēn	hiến thân	hiến thân/dâng mình/hiến dâng cuộc đời
9100	4.85	无赖	無賴	wúlài	vô lại	vô lại/đanh đá/nanh nọc/bất chấp đạo lí/tên vô lại/kẻ du thủ du thực/không phẩm hạnh/khốn nạn
9104	4.85	造反	造反	zàofǎn	tạo phản	tạo phản/làm phản
9108	4.85	闺女	閨女	gūinv̌	khuê nữ	khuê nữ/con gái
9111	4.84	中将	中將	zhōngjiāng	trung tướng	trung tướng
9118	4.84	制裁	制裁	zhìcái	chế tài	chế tài/ngăn cấm/ngăn chặn/trừng phạt/trừng trị
9119	4.84	漂流	漂流	piāolíu	phiêu lưu	phiêu lưu/lềnh bềnh/trôi nổi/phiêu bạt/lang thang/nay đây mai đó
9125	4.84	骑兵	騎兵	qíbīng	kị binh/kỵ binh	kỵ binh
9133	4.83	大喜	大喜	dàxǐ	đại hỉ	mừng rỡ/đại hỉ/việc mừng
9140	4.82	泄露	洩露	xièlù	tiết lộ	tiết lộ/để lộ
9151	4.81	完好	完好	wánhǎo	hoàn hảo	hoàn hảo/vẹn toàn/tốt đẹp
9159	4.8	清明	清明	qīngmíng	thanh minh	thanh minh/trong sạch/thư thái/trấn tĩnh/thanh thản/trong sáng/sáng trong/tiết thanh minh
9165	4.8	高压	高壓	gāoyā	cao áp	cao áp/cao thế/điện cao thế/vùng xoáy nghịch/vùng khí áp cao/huyết áp/áp lực máu/hống hách/đàn áp/áp bức tàn khốc/độc đoán/tàn khốc/chuyên chế
9168	4.8	交付	交付	jiāofù	giao phó	giao phó/trao/bàn giao/phân phát
9176	4.79	恭敬	恭敬	gōngjìng	cung kính	cung kính/kính cẩn
9178	4.79	兵团	兵團	bīngtuán	binh đoàn	binh đoàn
9192	4.78	地中海	地中海	dìzhōnghǎi	địa trung hải	Địa Trung Hải
9201	4.77	群岛	群島	qúndǎo	quần đảo	quần đảo
9203	4.77	警觉	警覺	jǐngjué	cảnh giác	cảnh giác/đề phòng/thận trọng
9204	4.77	菩提	菩提	pútí	bồ đề	bồ đề/cõi Phật
9207	4.77	诽谤	誹謗	fěibàng	phỉ báng	phỉ báng/nói xấu/gièm pha
9216	4.76	先知	先知	xiānzhī	tiên tri	tiên tri/biết trước những việc chưa xảy ra/nhà tiên tri
9218	4.76	景物	景物	jǐngwù	cảnh vật	cảnh vật/phong cảnh
9225	4.76	大使馆	大使館	dàshǐguǎn	đại sứ quán	đại sứ quán/sứ quán/toà đại sứ
9229	4.75	天皇	天皇	tiānhuáng	thiên hoàng	thiên hoàng/Thiên Hoàng/thiên tử/vua
9231	4.75	天王	天王	tiānwáng	thiên vương	thiên vương/thiên tử/vua/thiên thần
9233	4.75	南海	南海	nánhǎi	nam hải	nam hải
9239	4.75	驱逐	驅逐	qūzhú	khu trục	đuổi đi/khu trục/đuổi/xua đuổi/trục xuất
9240	4.75	清净	清淨	qīngjìng	thanh tịnh	thanh tịnh
9252	4.73	流亡	流亡	líuwáng	lưu vong	lưu vong/đói khát trôi giạt mất
9255	4.73	殷勤	殷勤	yīnqín	ân cần	ân cần/niềm nở/vồn vã
9262	4.73	红颜	紅顏	hóngyán	hồng nhan	hồng nhan/má hồng/người con gái đẹp/mỹ nữ
9264	4.73	金鱼	金魚	jīnyú	kim ngư	kim ngư/cá vàng
9265	4.73	唐僧	唐僧	tángsēng	đường tăng	Đường Tăng
9269	4.72	代词	代詞	dàicí	đại từ	đại từ
9274	4.72	屈服	屈服	qūfú	khuất phục	khuất phục/chịu khuất phục
9285	4.71	身世	身世	shēnshì	thân thế	thân thế/cảnh đời
9291	4.71	娘子	孃子	niángzǐ	nương tử	nương tử/vợ/bà/chị/đàn bà con gái
9301	4.7	施行	施行	shīxíng	thi hành	thi hành/thực hiện/tiến hành/làm
9319	4.69	内战	內戰	nèizhàn	nội chiến	nội chiến/chiến tranh trong nước
9333	4.68	团员	團員	tuányuán	đoàn viên	đoàn viên
9334	4.68	消遣	消遣	xiāoqiǎn	tiêu khiển	tiêu khiển/giải trí
9339	4.68	奔走	奔走	bēnzǒu	bôn tẩu	bôn tẩu/chạy nhanh/chạy/bôn ba/chạy vạy
9342	4.68	太极	太極	tàijí	thái cực	Thái Cực/thái cực
9347	4.67	契约	契約	qìyuē	khế ước	khế ước
9356	4.67	死神	死神	sǐshén	tử thần	tử thần
9359	4.67	表弟	表弟	biǎodì	biểu đệ	biểu đệ
9361	4.67	生计	生計	shēngjì	sinh kế	sinh kế/kiếm sống/kế sinh nhai
9369	4.66	哲理	哲理	zhélǐ	triết lí/triết lý	triết lý/lý luận triết học
9378	4.65	妥当	妥當	tuǒdāng	thỏa đáng	thỏa đáng/thoả đáng/ổn thoả
9382	4.65	探险	探險	tànxiǎn	thám hiểm	thám hiểm
9384	4.65	流域	流域	líuyù	lưu vực	lưu vực/lưu vực sông
9389	4.65	孙悟空	孫悟空	sūnwùkōng	tôn ngộ không	Tôn Ngộ Không
9394	4.64	大炮	大炮	dàpào	đại pháo	đại pháo/đại bác/pháo/người hay nói khoác/người hay nổ
9402	4.64	分发	分發	fēnfā	phân phát	phân phát/phát/phân phái/phái đi
9406	4.64	鸦片	鴉片	yāpiàn	nha phiến	nha phiến/thuốc phiện
9429	4.62	财力	財力	cáilì	tài lực	tài lực/tiền vốn/khả năng kinh tế/sức của
9438	4.62	他乡	他鄉	tāxiāng	tha hương	tha hương/quê người/đất khách
9442	4.61	才子	才子	cáizǐ	tài tử	tài tử/kẻ tài hoa/người có tài
9443	4.61	滥用	濫用	lànyòng	lạm dụng	lạm dụng/dùng sai/xài bậy
9448	4.61	孝顺	孝順	xiàoshùn	hiếu thuận	hiếu thuận/có hiếu/hiếu thảo
9456	4.6	姊姊	姊姊	zǐzǐ	tỉ tỉ/tỷ tỷ	tỷ tỷ
9467	4.59	解体	解體	jiětǐ	giải thể	giải thể/sự giải thể/sự tan rã/tan rã
9469	4.59	忧愁	憂愁	yōuchóu	ưu sầu	ưu sầu/buồn lo/buồn rầu/lo buồn/lo phiền/âu sầu/lo âu/phiền lo
9480	4.58	氧气	氧氣	yǎngqì	dưỡng khí	dưỡng khí/khí ô-xy
9498	4.57	魔王	魔王	mówáng	ma vương	ma vương/Ma vương/ác quỷ/quỷ dữ/kẻ ác độc/kẻ hung bạo
9505	4.57	花纹	花紋	huāwén	hoa văn	hoa văn
9512	4.56	听觉	聽覺	tīngjué	thính giác	thính giác
9519	4.56	鼓动	鼓動	gǔdòng	cổ động	cổ động/Cổ Động/quạt/vỗ cánh/khuyến khích/xúi giục/động viên
9520	4.56	迷宫	迷宮	mígōng	mê cung	mê cung
9522	4.56	哇哇	哇哇	wāwā	oa oa	oa oa/quạ quạ
9524	4.56	用具	用具	yòngjù	dụng cụ	dụng cụ/đồ dùng
9525	4.55	欠缺	欠缺	qiànquē	khiếm khuyết	khiếm khuyết/thiếu/không đủ/chỗ còn thiếu
9528	4.55	解救	解救	jiějìu	giải cứu	giải cứu/cứu thoát/giải thoát/cứu nguy
9530	4.55	兵器	兵器	bīngqì	binh khí	binh khí/vũ khí/khí giới
9537	4.54	打通	打通	dǎtōng	đả thông	đả thông/làm thông/thông
9538	4.54	后世	後世	hòushì	hậu thế	đời sau/hậu thế/hậu duệ/con cháu/người nối dõi/kiếp sau/kiếp lai sinh
9539	4.54	人品	人品	rénpǐn	nhân phẩm	nhân phẩm/phẩm chất con người/dáng người/phẩm giá người
9542	4.54	光景	光景	guāngjǐng	quang cảnh	quang cảnh/hoàn cảnh/tình cảnh/tình trạng/gia cảnh/có thể/có lẽ/có nhẽ/khoảng/ước chừng/khoảng chừng
9545	4.54	密度	密度	mìdù	mật độ	mật độ/độ dày
9551	4.54	景致	景緻	jǐngzhì	cảnh trí	cảnh trí/phong cảnh/cảnh vật/cảnh
9553	4.54	刘备	劉備	líubèi	lưu bị	Lưu Bị
9555	4.53	小鬼	小鬼	xiǎogǔi	tiểu quỷ	tiểu quỷ/quỷ sứ/thằng quỷ nhỏ
9557	4.53	善恶	善惡	shànè	thiện ác	thiện ác
9558	4.53	水利	水利	shǔilì	thủy lợi	thuỷ lợi/công trình thuỷ lợi/thủy lợi/lợi nước
9559	4.53	后卫	後衛	hòuwèi	hậu vệ	hậu vệ/quân hậu vệ
9561	4.53	自立	自立	zìlì	tự lập	tự lập
9562	4.53	沉吟	沉吟	chényín	trầm ngâm	trầm ngâm/do dự/không quyết được/cân nhắc/suy tính
9564	4.53	痴迷	痴迷	chīmí	si mê	si mê/mê mẩn/si dại
9569	4.53	预见	預見	yùjiàn	dự kiến	đoán được/dự kiến/biết trước/thấy trước/dự báo
9572	4.53	保重	保重	bǎozhòng	bảo trọng	bảo trọng/chú ý giữ gìn sức khoẻ
9574	4.53	血统	血統	xiětǒng	huyết thống	huyết thống/quan hệ huyết thống/dòng máu
9575	4.52	连环	連環	liánhuán	liên hoàn	liên hoàn/liên tục
9590	4.52	激活	激活	jīhuó	kích hoạt	kích hoạt/hoạt hoá
9591	4.52	前身	前身	qiánshēn	tiền thân	đời trước/tiền thân/vạt trước áo dài/vạt trước
9593	4.52	部下	部下	bùxià	bộ hạ	bộ hạ/cấp dưới/thuộc hạ
9594	4.52	供奉	供奉	gōngfèng	cung phụng	cung phụng/phụng dưỡng/thờ cúng/nghệ nhân/người có tay nghề làm cho vua chúa
9596	4.52	直观	直觀	zhíguān	trực quan	trực quan
9602	4.51	好意	好意	hǎoyì	hảo ý	hảo ý/lòng tốt/lòng tử tế/ý tốt/thiện chí
9614	4.51	迟钝	遲鈍	chídùn	trì độn	trì độn/chậm chạp/ì/trì trệ/không nhạy bén/không lanh lợi
9616	4.5	将领	將領	jiānglǐng	tướng lĩnh	tướng lãnh/tướng lĩnh/cấp tướng
9617	4.5	特产	特產	tèchǎn	đặc sản	đặc sản/sản phẩm đặc biệt
9618	4.5	宠爱	寵愛	chǒngài	sủng ái	sủng ái/mê như điếu đổ/mê mẩn/say mê/cưng chiều/nuông chiều/thiên vị
9624	4.5	官场	官場	guāncháng	quan trường	quan trường/giới quan lại
9626	4.5	红尘	紅塵	hóngchén	hồng trần	hồng trần/cõi trần/thế gian
9632	4.49	战线	戰線	zhànxiàn	chiến tuyến	chiến tuyến/mặt trận
9634	4.49	评定	評定	píngdìng	bình định	bình định/đánh giá/định giá
9641	4.49	零件	零件	língjiàn	linh kiện	linh kiện/linh liện/phụ tùng
9642	4.49	急救	急救	jíjìu	cấp cứu	cấp cứu
9643	4.49	出众	出眾	chūzhòng	xuất chúng	xuất chúng/hơn người
9651	4.49	射手	射手	shèshǒu	xạ thủ	xạ thủ/người bắn súng
9657	4.49	悲壮	悲壯	bēizhuàng	bi tráng	bi tráng/bi hùng
9666	4.48	岳母	岳母	yuèmǔ	nhạc mẫu	nhạc mẫu/mẹ vợ
9676	4.47	亲王	親王	qīnwáng	thân vương	thân vương/hoàng thân/thân thích của vua
9681	4.47	前人	前人	qiánrén	tiền nhân	tiền nhân/người xưa/cổ nhân
9685	4.47	三哥	三哥	sāngē	tam ca	Tam ca/tam ca
9695	4.46	音量	音量	yīnliàng	âm lượng	âm lượng
9703	4.45	恶梦	惡咪	èmèng	ác mộng	ác mộng
9704	4.45	南极	南極	nánjí	nam cực	nam cực/nam từ cực/ký hiệu: S
9711	4.45	禁忌	禁忌	jìnjì	cấm kị/cấm kỵ	cấm kỵ/cấm đoán/ngăn cấm/kiêng kỵ/kiêng/kỵ
9714	4.45	妖精	妖精	yāojīng	yêu tinh	yêu tinh/yêu quái/kẻ lẳng lơ/kẻ quyến rũ, rù quến
9721	4.44	潜能	潛能	qiánnéng	tiềm năng	tiềm năng
9726	4.44	总公司	總公司	zǒnggōngsī	tổng công ty	tổng công ty
9727	4.44	国营	國營	guóyíng	quốc doanh	quốc doanh
9729	4.43	军用	軍用	jūnyòng	quân dụng	quân dụng/quân sự/nhà binh
9734	4.43	长成	長成	chángchéng	trưởng thành	trưởng thành
9744	4.43	订婚	訂婚	dìnghūn	đính hôn	đính hôn
9751	4.43	师长	師長	shīcháng	sư trưởng	sư trưởng/bậc thầy
9759	4.42	限定	限定	xiàndìng	hạn định	hạn định/giới hạn
9767	4.42	表决	表決	biǎojué	biểu quyết	biểu quyết/bầu
9778	4.41	霸道	霸道	bàdào	bá đạo	bá đạo/độc tài/chuyên chế/quân phiệt/dùng sức mạnh để trị/ngang ngược/hỗn xược
9783	4.41	机动	機動	jīdòng	cơ động	chạy máy/cơ động/gắn máy/chạy bằng máy/thích đáng/linh hoạt
9793	4.4	道义	道義	dàoyì	đạo nghĩa	đạo nghĩa/đạo đức/đạo lý/đạo đức và chính nghĩa
9796	4.4	大明	大明	dàmíng	đại minh	Đại Minh
9799	4.4	深邃	深邃	shēnsùi	thâm thúy	thâm thúy/sâu/sâu sắc/sâu xa
9813	4.39	标本	標本	biāoběn	tiêu bản	tiêu bản/gốc và ngọn/gốc đến ngọn/mẫu xét nghiệm/vật xét nghiệm
9828	4.38	结交	結交	jiéjiāo	kết giao	kết giao/kết bạn/kết thân/giao thiệp/đi lại/chơi với
9835	4.38	特工	特工	tègōng	đặc công	đặc công/nhân viên đặc công
9841	4.38	徐徐	徐徐	xúxú	từ từ	từ từ/chầm chậm
9848	4.37	轻蔑	輕蔑	qīngmiè	khinh miệt	khinh miệt/khinh thường/khinh thị
9850	4.37	北门	北門	běimén	bắc môn	bắc môn
9852	4.37	家谱	家譜	jiāpǔ	gia phả	gia phổ/gia phả
9864	4.37	重逢	重逢	zhòngféng	trùng phùng	gặp lại/trùng phùng/tương phùng
9870	4.36	次要	次要	cìyào	thứ yếu	thứ yếu/không quan trọng/kém hơn/lệ thuộc
9878	4.36	大局	大局	dàjú	đại cục	đại cục/toàn cục/tình hình chung/đại cuộc
9888	4.35	商议	商議	shāngyì	thương nghị	thương nghị/bàn bạc/trao đổi/thảo luận
9895	4.35	陆军	陸軍	lùjūn	lục quân	lục quân/bộ binh
9900	4.35	无理	無理	wúlǐ	vô lí/vô lý	vô lý/quá đáng/thái quá
9901	4.35	临终	臨終	línzhōng	lâm chung	lâm chung/hấp hối/sắp chết
9908	4.34	报应	報應	bàoyìng	báo ứng	báo ứng
9915	4.34	练功	練功	liàngōng	luyện công	luyện công/luyện tập/rèn luyện công phu/luyện khí công/luyện võ công
9920	4.34	不善	不善	bùshàn	bất thiện	không tốt/bất thiện/không lành/không giỏi/không khéo/vụng/rất khá/rất khả quan/không phải chuyện vừa/không thể coi thường/dễ nể
9922	4.34	远东	遠東	yuǎndōng	viễn đông	Viễn Đông/vùng Viễn Đông
9925	4.33	妄想	妄想	wàngxiǎng	vọng tưởng	vọng tưởng/tính toán ngông cuồng/mơ mộng hão huyền/dự định không khả thi/mơ ước vẩn vơ/mong hão
9949	4.32	醒悟	醒悟	xǐngwù	tỉnh ngộ	tỉnh ngộ/giác ngộ/sáng mắt
9954	4.31	扰乱	擾亂	rǎoluàn	nhiễu loạn	nhiễu loạn/quấy nhiễu/hỗn loạn/quấy rối
9967	4.3	高人	高人	gāorén	cao nhân	cao nhân/người xuất sắc/người ưu tú/người có khiếu/người có tài/trí thức/phần tử trí thức
9972	4.3	师妹	師妹	shīmèi	sư muội	sư muội
9982	4.29	求救	求救	qíujìu	cầu cứu	cầu cứu
9987	4.29	西欧	西歐	xīōu	tây âu	Tây Âu/miền tây Châu Âu
9991	4.29	日光	日光	rìguāng	nhật quang	ánh nắng/nhật quang/ánh sáng mặt trời
9992	4.29	杨柳	楊柳	yánglǐu	dương liễu	dương liễu/cây dương và cây liễu/cây liễu
9995	4.29	威风	威風	wēifēng	uy phong	uy phong/oai phong/oai/có uy phong
9997	4.28	西域	西域	xīyù	tây vực	Tây Vực/Tây-vực/nước phía Tây
10011	4.27	舰队	艦隊	jiàndùi	hạm đội	hạm đội/đoàn tàu chiến
10019	4.27	地势	地勢	dìshì	địa thế	địa thế
10022	4.27	惯性	慣性	guànxìng	quán tính	quán tính
10024	4.27	奢华	奢華	shēhuá	xa hoa	xa hoa/xa xỉ phung phí
10027	4.26	成家	成家	chéngjiā	thành gia	thành gia/lập gia đình/thành gia thất/cưới vợ/thành trùm/trở thành chuyên gia/thành người lão luyện/thành danh
10028	4.26	顽固	頑固	wángù	ngoan cố	ngoan cố/bảo thủ/gàn dở/lập trường phản động/không chịu thay đổi
10032	4.26	比率	比率	bǐlv̀	tỉ suất	phần trăm/tỉ suất
10037	4.26	雄厚	雄厚	xiónghòu	hùng hậu	hùng hậu
10039	4.26	指教	指教	zhǐjiào	chỉ giáo	chỉ giáo/chỉ bảo/chỉ vẽ/dạy dỗ
10043	4.26	英才	英才	yīngcái	anh tài	anh tài/tài trí hơn người/tài trí kiệt xuất
10048	4.25	恶性	惡性	èxìng	ác tính	ác tính
10052	4.25	收支	收支	shōuzhī	thu chi	thu chi
10058	4.25	珊瑚	珊瑚	shānhú	san hô	san hô
10065	4.24	附属	附屬	fùshǔ	phụ thuộc	phụ thuộc/lệ thuộc/quy thuộc/thuộc
10070	4.24	假定	假定	jiǎdìng	giả định	giả định/nếu/nếu như/giả dụ/giả thuyết
10081	4.23	嘲讽	嘲諷	cháofēng	trào phúng	trào phúng/châm biếm
10084	4.23	不朽	不朽	bùxǐu	bất hủ	bất hủ/bất diệt
10088	4.23	天龙	天龍	tiānlóng	thiên long	thiên long
10094	4.22	趋向	趨向	qūxiàng	xu hướng	xu hướng/chiều hướng/xu thế
10105	4.21	真假	真假	zhēnjiǎ	chân giả	thiệt giả/chân giả/thật giả/thực hư/thật và giả/chân thực và giả dối
10107	4.21	片面	片面	piànmiàn	phiến diện	phiến diện/một mặt/một chiều
10110	4.21	王后	王後	wánghòu	vương hậu	vương hậu/hoàng hậu/vợ vua
10114	4.21	霸王	霸王	bàwáng	bá vương	bá vương/Bá Vương/kẻ cực kỳ thô bạo/kẻ ngang ngược
10124	4.2	美满	美滿	měimǎn	mĩ mãn/mỹ mãn	mỹ mãn/mĩ mãn/đầm ấm/cuộc sống đầy đủ
10133	4.2	大西洋	大西洋	dàxīyáng	đại tây dương	Đại Tây Dương
10134	4.2	彷佛	徬佛	pángfó	phảng phất	Phảng phất/thấy không được rõ ràng
10135	4.19	男儿	男兒	nánér	nam nhi	nam nhi/đàn ông/nam tử hán/con trai
10140	4.19	山羊	山羊	shānyáng	sơn dương	sơn dương/dê rừng
10142	4.19	寒暄	寒暄	hánxuān	hàn huyên	hàn huyên/hỏi han/chào hỏi/ân cần
10144	4.19	守卫	守衛	shǒuwèi	thủ vệ	thủ vệ/canh phòng/bảo vệ/giữ
10155	4.18	混沌	混沌	hùndùn	hỗn độn	hỗn độn/thời kỳ hỗn độn/thời kỳ hỗn mang/đần độn/ngu ngốc/vô tri vô thức/ngu đần/ngu dốt
10161	4.18	防线	防線	fángxiàn	phòng tuyến	phòng tuyến
10166	4.17	坚固	堅固	jiāngù	kiên cố	chắc chắn/kiên cố/vững vàng/vững bền/vững chắc
10167	4.17	黯淡	黯淡	àndàn	ảm đạm	ảm đạm/tối tăm/u ám
10195	4.15	不公	不公	bùgōng	bất công	bất công/thiên vị/không công bằng
10197	4.15	器械	器械	qìxiè	khí giới	khí giới/dụng cụ/vũ khí
10200	4.15	正统	正統	zhèngtǒng	chính thống	chính thống/dòng chính/chính phái/chính tông
10204	4.15	魔术	魔術	mózhú	ma thuật	ma thuật/ảo thuật/trò quỷ thuật/trò phù thủy
10208	4.15	反面	反面	fǎnmiàn	phản diện	phản diện/mặt trái/bề trái
10226	4.14	堂堂	堂堂	tángtáng	đường đường	đường đường
10229	4.14	万事	萬事	wànshì	vạn sự	mọi sự/vạn sự/mọi việc/muôn việc
10249	4.13	改装	改裝	gǎizhuāng	cải trang	cải trang/thay đổi bao bì/lắp lại
10258	4.12	品格	品格	pǐngé	phẩm cách	phẩm cách/phẩm giá/phong cách
10260	4.12	核算	核算	hésuàn	hạch toán	hạch toán
10262	4.12	老四	老四	lǎosì	lão tứ	lão Tứ/lão tứ
10263	4.12	无常	無常	wúcháng	vô thường	vô thường/thay đổi luôn/không ổn định/thất thường/thần chết/quỷ vô thường/xảy ra chuyện vô thường/chết
10271	4.11	航海	航海	hánghǎi	hàng hải	hàng hải/đi biển/giao thông trên biển
10276	4.11	婚事	婚事	hūnshì	hôn sự	hôn sự/việc lấy nhau/việc cưới vợ lấy chồng/việc cưới xin/việc hôn nhân
10277	4.11	同乡	同鄉	tóngxiāng	đồng hương	đồng hương/cùng quê
10281	4.11	照看	照看	zhàokàn	chiếu khán	chiếu khán/chăm sóc/trông nom/săn sóc
10282	4.11	平方	平方	píngfāng	bình phương	bình phương/bậc hai/mét vuông
10283	4.11	电气	電氣	diànqì	điện khí	điện khí/điện
10284	4.11	王爷	王爺	wángyé	vương gia	Vương gia/đức vua
10285	4.11	利害	利害	lìhài	lợi hại	lợi hại/lợi và hại/thiệt hơn/ghê gớm
10290	4.11	上流	上流	shànglíu	thượng lưu	thượng lưu/thượng du
10294	4.11	高超	高超	gāochāo	cao siêu	cao siêu/tuyệt vời
10301	4.1	外围	外圍	wàiwéi	ngoại vi	bên ngoài/ngoại vi/chu vi/chung quanh/xung quanh
10305	4.1	婶婶	嬸嬸	shěnshěn	thẩm thẩm	thẩm thẩm/thím
10311	4.1	功率	功率	gōnglv̀	công suất	công suất
10330	4.09	论点	論點	lùndiǎn	luận điểm	luận điểm
10341	4.09	压倒	壓倒	yādǎo	áp đảo	áp đảo/vượt qua
10343	4.08	飞鸟	飛鳥	fēiniǎo	phi điểu	phi điểu
10354	4.08	酒馆	酒館	jǐuguǎn	tửu quán	tửu quán
10359	4.08	相公	相公	xiānggōng	tướng công	tướng công
10365	4.07	军阀	軍閥	jūnfá	quân phiệt	quân phiệt/bọn quân nhân phản động chống đối chính trị
10373	4.07	强暴	強暴	qiángbào	cường bạo	cường bạo/hung bạo/hung dữ/thế lực hung bạo/thế lực hung tàn
