chinese word ranking	frequency	word	traditional	pinyin	hanviet	meaning
19122	1.57	展露	展露	zhǎnlù	triển lộ	triển lộ/bày ra/hiện ra/lộ ra
19123	1.57	橙汁	橙汁	chéngzhī	sập hiệp/sập trấp/chanh hiệp/chanh trấp	nước chanh
19124	1.57	尖顶	尖頂	jiāndǐng	tiêm đính	đỉnh nhọn/đỉnh điểm/ngọn/chót
19125	1.57	铁锤	鐵鎚	tiěchúi	thiết chuy/thiết chùy	thiết chùy
19126	1.57	普选	普選	pǔxuǎn	phổ tuyến/phổ tuyển	tổng tuyển cử
19127	1.57	民主党派	民主黨派	mínzhǔdǎngpài	dân chủ đảng phái	đảng phái dân chủ
19128	1.57	无邪	無邪	wúxié	vô da/vô tà/mô da/mô tà	ngây thơ
19129	1.57	奋不顾身	奮不顧身	fènbùgùshēn	phấn phầu cố thân/phấn phầu cố quyên/phấn phủ cố thân/phấn phủ cố quyên/phấn bất cố thân/phấn bất cố quyên/phấn phi cố thân/phấn phi cố quyên	phấn đấu quên mình/hăng hái tiến lên/dũng cảm quên mình
19131	1.57	全名	全名	quánmíng	toàn danh	tên đầy đủ
19132	1.57	喉头	喉頭	hóutóu	hầu đầu	cổ họng/hầu/yết hầu/họng
19133	1.57	奚落	奚落	xīluò	hề lạc	chế ngạo/diểu cợt/chế giễu/xoi mói/chê cười
19134	1.57	噱头	噱頭	juétóu	cược đầu	mánh lới/chọc cười/gây cười/trò cười/thủ đoạn bịp bợm/mánh khoé/hài hước
19135	1.57	基点	基點	jīdiǎn	cơ điểm	trung tâm/trọng điểm/nền tảng/cơ sở/khởi điểm
19136	1.57	灾祸	災禍	zāihuò	tai họa	tai hoạ/tai nạn/tai vạ
19137	1.57	毛茸茸	毛茸茸	máoróngróng	mao nhung nhung/mao nhung nhũng/mao nhũng nhung/mao nhũng nhũng/mô nhung nhung/mô nhung nhũng/mô nhũng nhung/mô nhũng nhũng	lông xù/lông lá xồm xàm/lông lá
19138	1.57	勃然大怒	勃然大怒	bórándànù	bột nhiên đại nộ/bột nhiên thái nộ	giận tím mặt/đột nhiên giận dữ
19139	1.57	变法	變法	biànfǎ	biến pháp/biện pháp	biến pháp/cải cách chính trị
19140	1.57	后脑	後腦	hòunǎo	hấu não/hậu não	cái gáy/cái ót/não sau
19142	1.57	细密	細密	xìmì	tế mật	tinh mịn/tỉ mỉ/không sơ suất qua loa/kỹ càng
19143	1.57	方寸	方寸	fāngcùn	phương thốn	một tấc vuông/tấc vuông/tấc lòng/tấm lòng/lòng người
19144	1.57	本义	本義	běnyì	bổn nghĩa/bản nghĩa	nghĩa gốc/nghĩa đen
19145	1.57	矫健	矯健	jiǎojiàn	kiểu kiện	mạnh mẽ/cường tráng/khoẻ mạnh
19146	1.57	售卖	售賣	shòumài	thụ mại	bán
19147	1.57	独资	獨資	dúzī	độc tư	vốn riêng/vốn cá nhân
19148	1.57	约见	約見	yuējiàn	ước kiến/ước hiện	định ngày hẹn/ước định thời gian gặp mặt
19149	1.57	用起	用起	yòngqǐ	dụng khởi	sử dụng
19150	1.57	狭义	狹義	xiáyì	hiệp nghĩa	nghĩa hẹp
19151	1.57	有生之年	有生之年	yǒushēngzhīnián	dựu sanh chi niên/dựu sinh chi niên/hữu sanh chi niên/hữu sinh chi niên	sinh thời
19153	1.57	退让	退讓	tùiràng	thoái nhượng/thối nhượng	thoái nhượng/thoái nhường/lui nhường/nhường đường/nhượng bộ
19154	1.57	闲适	閒適	xiánshì	gián thích/gián quát/gián đích/gian thích/gian quát/gian đích/nhàn thích/nhàn quát/nhàn đích	thanh thản/thảnh thơi/nhàn hạ/thanh nhàn
19155	1.57	滑动	滑動	huádòng	hoạt động/cốt động	sự trượt/độ trượt/chuyển động trượt
19156	1.57	果酱	果醬	guǒjiàng	quả tương	tương hoa quả/mứt hoa quả loãng
19157	1.57	水到渠成	水到渠成	shǔidàoqúchéng	thủy đáo cừ thành	nước chảy thành sông/trăng đến rằm trăng tròn/trẻ con khi lớn sẽ biết xử sự đúng mực
19158	1.57	踏出	踏出	tàchū	đạp xích/đạp xúy/đạp xuất	bước ra
19160	1.57	从今以后	從今以後	cóngjīnyǐhòu	tụng kim dĩ hấu/tụng kim dĩ hậu/túng kim dĩ hấu/túng kim dĩ hậu/tung kim dĩ hấu/tung kim dĩ hậu/thung kim dĩ hấu/thung kim dĩ hậu/tòng kim dĩ hấu/tòng kim dĩ hậu	từ nay về sau
19161	1.57	老太爷	老太爺	lǎotàiyé	lão thái gia/lão thái da	lão thái gia/ông/quý ông/ông bên nhà/ông nhà
19162	1.57	似是而非	似是而非	sìshìérfēi	tự thị nhi phi	chỉ tốt ở bề ngoài/giống thật mà là giả/như đúng mà là sai
19163	1.57	铜板	銅板	tóngbǎn	đồng bản	tiền đồng/tiền bằng đồng/thanh gõ nhịp bằng đồng/sênh đồng
19165	1.57	橙子	橙子	chéngzǐ	sập tử/sập tý/chanh tử/chanh tý	quả cam
19166	1.57	荷塘	荷塘	hétáng	hà đường	hồ sen/ao sen
19167	1.57	工种	工種	gōngzhǒng	công chúng/công chủng	ngành nghề/các loại công việc
19168	1.57	电厂	電廠	diànchǎng	điện hán/điện xưởng	nhà máy điện
19169	1.57	讯问	訊問	xùnwèn	tấn vấn	hỏi han/thẩm vấn
19171	1.57	市政厅	市政廳	shìzhèngtīng	thị chánh sảnh/thị chánh thính/thị chính sảnh/thị chính thính	toà thị chính/toà thị sảnh
19172	1.57	作祟	作祟	zuòsùi	tác túy/tác trúy	quấy phá/làm hại/gây chuyện
19173	1.57	痔疮	痔瘡	zhìchuāng	trĩ sang	trĩ sang
19174	1.57	生产方式	生產方式	shēngchǎnfāngshì	sanh sản phương thức/sinh sản phương thức	phương thức sản xuất/cách thức sản xuất
19175	1.57	放大器	放大器	fàngdàqì	phỏng đại khí/phỏng thái khí/phóng đại khí/phóng thái khí	máy khuếch đại/dụng cụ phóng to thu nhỏ
19176	1.57	天衣无缝	天衣無縫	tiānyīwúféng	thiên ý vô phúng/thiên ý vô phùng/thiên ý mô phúng/thiên ý mô phùng/thiên y vô phúng/thiên y vô phùng/thiên y mô phúng/thiên y mô phùng	thiên y vô phùng/không chê vào đâu được/áo tiên không thấy vết chỉ khâu
19177	1.56	通货	通貨	tōnghuò	thông hóa	tiền tệ/giấy bạc
19178	1.56	不敢当	不敢當	bùgǎndāng	phầu cảm đương/phầu cảm đáng/phủ cảm đương/phủ cảm đáng/bất cảm đương/bất cảm đáng/phi cảm đương/phi cảm đáng	không dám nhận
19179	1.56	人身自由	人身自由	rénshēnzìyóu	nhân thân tự do/nhân quyên tự do	tự do thân thể
19180	1.56	无产阶级专政	無產階級專政	wúchǎnjiējízhuānzhèng	vô sản giai cấp chuyên chánh/vô sản giai cấp chuyên chính/mô sản giai cấp chuyên chánh/mô sản giai cấp chuyên chính	chuyên chính vô sản
19181	1.56	坟地	墳地	féndì	bổn đích/bổn địa/phẫn đích/phẫn địa/phần đích/phần địa	mồ/mồ mả/bãi tha ma/nghĩa địa/nghĩa trang
19182	1.56	东西南北	東西南北	dōngxīnánběi	đông tây nam bắc/đông tê nam bắc	đông tây nam bắc/bốn phương tám hướng
19183	1.56	撤走	撤走	chèzǒu	triệt tẩu	bỏ chạy/lui chạy/dời/di tản/chuyển đi
19184	1.56	五粮液	五糧液	wǔliángyè	ngũ lương dịch	rượu ngũ lương
19185	1.56	悬空	懸空	xuánkōng	huyền khổng/huyền không/huyền khống	nhẹ nhàng/treo trên bầu trời/treo lơ lửng giữa trời
19186	1.56	心寒	心寒	xīnhán	tâm hàn	trái tim băng giá/trong lòng nguội lạnh/lạnh tim
19187	1.56	宗族	宗族	zōngzú	tông tộc	dòng họ/họ hàng
19189	1.56	刑场	刑場	xíngcháng	hình tràng/hình trường	pháp trường
19190	1.56	配对	配對	pèidùi	phối đối	ghép thành đôi/sánh đôi/xứng đôi/giao hợp/giao cấu/giao phối
19191	1.56	封口	封口	fēngkǒu	phong khẩu	hàn/dán/liền miệng/làm kín/đóng kín/ngậm miệng/ngậm miệng không nói/đã nói thì không thay đổi/chỗ dán/nơi dán
19192	1.56	模子	模子	mózǐ	mô tử/mô tý	khuôn mẫu/mô hình/mẫu/khuôn
19193	1.56	把子	把子	bǎzǐ	bả tử/bả tý	cầm/giữ/bó/đám/lũ/bầy/nhóm/tốp/nhúm/chét/tí/chút/kết nghĩa/bia/hồng tâm
19194	1.56	包涵	包涵	bāohán	bao hàm	thông cảm/bỏ quá cho
19195	1.56	斗篷	斗篷	dǒupéng	đẩu bồng/đấu bồng	áo choàng/áo khoác/nón lá/mũ
19196	1.56	走马观花	走馬觀花	zǒumǎguānhuā	tẩu mã quan hoa/tẩu mã quán hoa	cưỡi ngựa xem hoa
19197	1.56	不屈不挠	不屈不撓	bùqūbùnáo	phầu khuất phầu nạo/phầu khuất phủ nạo/phầu khuất bất nạo/phầu khuất phi nạo/phầu quật phầu nạo/phầu quật phủ nạo/phầu quật bất nạo/phầu quật phi nạo/phủ khuất phầu nạo/phủ khuất phủ nạo/phủ khuất bất nạo/phủ khuất phi nạo/phủ quật phầu nạo/phủ quật phủ nạo/phủ quật bất nạo/phủ quật phi nạo/bất khuất phầu nạo/bất khuất phủ nạo/bất khuất bất nạo/bất khuất phi nạo/bất quật phầu nạo/bất quật phủ nạo/bất quật bất nạo/bất quật phi nạo/phi khuất phầu nạo/phi khuất phủ nạo/phi khuất bất nạo/phi khuất phi nạo/phi quật phầu nạo/phi quật phủ nạo/phi quật bất nạo/phi quật phi nạo	bất khuất/không khuất phục/không nao núng/không sờn lòng
19198	1.56	烟尘	煙塵	yānchén	ư trần/yên trần	bụi mù/khói bụi/khói lửa/lửa khói
19200	1.56	孪生	孿生	luánshēng	loan sanh/loan sinh	sinh đôi/song sinh
19201	1.56	营房	營房	yíngfáng	doanh bàng/doanh phòng/dinh bàng/dinh phòng	doanh trại
19202	1.56	诸君	諸君	zhūjūn	chư quân	chư quân/chư vị/các vị
19203	1.56	教改	教改	jiàogǎi	giáo cải	cải cách giáo dục
19204	1.56	止步	止步	zhǐbù	chỉ bộ	dừng lại/dừng bước/ngừng bước
19205	1.56	取景	取景	qǔjǐng	thủ cảnh	lấy cảnh/chọn cảnh
19206	1.56	三藏	三藏	sāncáng	tam tàng/tam tạng/tám tàng/tám tạng	Tam Tạng
19207	1.56	米酒	米酒	mǐjǐu	mễ tửu	rượu gạo/rượu nếp
19208	1.56	还价	還價	huánjià	hoàn giá/hoàn giới/toàn giá/toàn giới	trả giá/mặc cả
19209	1.56	外祖父	外祖父	wàizǔfù	ngoại tổ phủ/ngoại tổ phụ	ngoại tổ phụ/ông ngoại
19210	1.56	五十六	五十六	wǔshílìu	ngũ thập lục	năm mươi sáu
19211	1.56	十全十美	十全十美	shíquánshíměi	thập toàn thập mĩ/thập toàn thập mỹ	thập toàn thập mỹ/mười phân vẹn mười
19212	1.56	五光十色	五光十色	wǔguāngshísè	ngũ quang thập sắc	ngũ quang thập sắc/muôn màu muôn vẻ/màu sắc đẹp đẽ phong phú/màu sắc đa dạng
19213	1.56	油田	油田	yóutián	du điền	mỏ dầu
19214	1.56	成心	成心	chéngxīn	thành tâm	cố ý/cố tình/có chủ tâm
19215	1.56	压岁钱	壓歲錢	yāsùiqián	áp tuế tiền/áp tuế tiễn	tiền mừng tuổi/tiền lì xì
19216	1.56	电扇	電扇	diànshàn	điện thiên/điện phiến	quạt điện/quạt máy
19217	1.56	闭目	閉目	bìmù	bế mục	nhắm mắt
19218	1.56	堂而皇之	堂而皇之	tángérhuángzhī	đường nhi hoàng chi	công khai/không giấu diếm/thể diện/có máu mặt
19219	1.56	见地	見地	jiàndì	kiến đích/kiến địa/hiện đích/hiện địa	kiến giải/tầm mắt/trình độ
19220	1.56	短小	短小	duǎnxiǎo	đoản tiểu	ngắn nhỏ/thấp bé/nhỏ bé/ngắn/nhỏ
19221	1.56	布线	布線	bùxiàn	bố tuyến	hệ thống dây điện/mạng điện/đặt đường dây
19222	1.56	简练	簡練	jiǎnliàn	giản luyện	ngắn gọn/súc tích
19223	1.56	作伴	作伴	zuòbàn	tác bạn	làm bạn/bầu bạn
19224	1.56	洪武	洪武	hóngwǔ	hồng vũ/hồng võ	Hồng Vũ
19225	1.56	百灵	百靈	bǎilíng	bá linh/mạch linh/bách linh	Bách Linh/chim sơn ca
19226	1.56	教导员	教導員	jiàodǎoyuán	giáo đạo viên/giáo đạo vân	chính trị viên
19227	1.56	仔仔细细	仔仔細細	zǐzǐxìxì	tử tử tế tế/tử tể tế tế/tể tử tế tế/tể tể tế tế	tỉ mỉ
19228	1.56	扑哧	撲哧	pūchī	bạc xích/phác xích/phốc xích	xì/phì/hì/khì khì
19229	1.56	复辟	復辟	fùpì	phúc bễ/phúc phích/phúc tích/phúc tịch/phúc thí/phục bễ/phục phích/phục tích/phục tịch/phục thí/phức bễ/phức phích/phức tích/phức tịch/phức thí	phục hồi/khôi phục/khôi phục ngai vàng
19230	1.56	栈道	棧道	zhàndào	trăn đáo/trăn đạo/xiễn đáo/xiễn đạo/chăn đáo/chăn đạo/sạn đáo/sạn đạo	sạn đạo/đường núi hiểm trở
19231	1.56	剥离	剝離	bōlí	bác ly/bác li	tróc/tách/bong
19232	1.56	异想天开	異想天開	yìxiǎngtiānkāi	dị tưởng thiên khai/di tưởng thiên khai	ý nghĩ kỳ lạ/ý nghĩ viển vông/ý nghĩ hão huyền
19233	1.56	游轮	遊輪	yóulún	du luân	du thuyền
19234	1.56	下厨	下廚	xiàchú	hạ trù/há trù	xuống bếp
19235	1.56	生路	生路	shēnglù	sanh lộ/sinh lộ	sinh lộ/con đường sống/lối thoát
19236	1.56	亚特兰大	亞特蘭大	yàtèlándà	á đặc lan đại/á đặc lan thái	Atlanta
19237	1.56	无中生有	無中生有	wúzhōngshēngyǒu	vô trúng sanh dựu/vô trúng sanh hữu/vô trúng sinh dựu/vô trúng sinh hữu/vô trung sanh dựu/vô trung sanh hữu/vô trung sinh dựu/vô trung sinh hữu/mô trúng sanh dựu/mô trúng sanh hữu/mô trúng sinh dựu/mô trúng sinh hữu/mô trung sanh dựu/mô trung sanh hữu/mô trung sinh dựu/mô trung sinh hữu	bịa đặt/từ không nói có/bịa đặt hoàn toàn/tự dưng dựng chuyện/ăn không nói có
19238	1.56	佐料	佐料	zuǒliào	tá liêu/tá liệu	gia vị/đồ gia vị
19239	1.56	侍从	侍從	shìcóng	thị tụng/thị túng/thị tung/thị thung/thị tòng	người hầu/người đi theo hầu
19241	1.56	女招待	女招待	nv̌zhāodài	nhữ chiêu đãi/nhữ thiêu đãi/nhữ thiều đãi/nữ chiêu đãi/nữ thiêu đãi/nữ thiều đãi/nứ chiêu đãi/nứ thiêu đãi/nứ thiều đãi	nữ chiêu đãi viên
19243	1.56	小石头	小石頭	xiǎoshítóu	tiểu thạch đầu	hòn đá nhỏ
19244	1.55	外甥女	外甥女	wàishēngnv̌	ngoại sanh nhữ/ngoại sanh nữ/ngoại sanh nứ	ngoại sinh nữ/cháu ngoại gái
19245	1.55	致词	致詞	zhìcí	trí từ	đọc diễn văn/đọc lời chào mừng
19246	1.55	征程	征程	zhēngchéng	trưng trình/chinh trình/chủy trình/trừng trình	hành trình/đường xa
19247	1.55	农业税	農業稅	nóngyèshùi	nông nghiệp thoát/nông nghiệp thuế/nông nghiệp thối	thuế nông nghiệp
19248	1.55	失窃	失竊	shīqiè	thất thiết	mất trộm
19249	1.55	泯灭	泯滅	mǐnmiè	mẫn diệt/dân diệt/miến diệt	mất đi/phai mờ/biến mất
19250	1.55	谋取	謀取	móuqǔ	mưu thủ	giành/mưu cầu
19251	1.55	图景	圖景	tújǐng	đồ cảnh	tranh cảnh/cảnh vật trong tranh/triển vọng/tương lai/tiền đồ/ước mơ
19252	1.55	火辣	火辣	huǒlà	hỏa lạt	nóng bỏng
19253	1.55	外力	外力	wàilì	ngoại lực	ngoại lực/lực tác động từ bên ngoài/sức mạnh bên ngoài
19254	1.55	誓死	誓死	shìsǐ	thệ tử	thề sống chết
19256	1.55	为数	為數	wèishù	vi sác/vi xúc/vi số/vi sổ	số lượng/số
19257	1.55	为伍	為伍	wèiwǔ	vi ngũ	làm bạn/nhập bọn/đồng bọn
19259	1.55	正方	正方	zhèngfāng	chánh phương/chính phương	vuông/bên tán thành/bên đồng ý
19261	1.55	坐位	坐位	zuòwèi	tọa vị	chỗ ngồi/ghế ngồi
19262	1.55	七夕	七夕	qīxī	thất tịch	đêm thất tịch
19263	1.55	深水	深水	shēnshǔi	thâm thủy	nước sâu
19264	1.55	本题	本題	běntí	bổn đề/bản đề	chủ đề
19265	1.55	瓦房	瓦房	wǎfáng	ngõa bàng/ngõa phòng	nhà ngói
19266	1.55	彻头彻尾	徹頭徹尾	chètóuchèwěi	triệt đầu triệt vĩ	rõ đầu rõ đuôi/từ đầu đến đuôi/ở khắp nơi/từ đầu đến cuối/hoàn toàn/tuyệt đối/trăm phần trăm/suốt/liên tục/đều là
19268	1.55	正轨	正軌	zhènggǔi	chánh quỹ/chính quỹ	quỹ đạo/con đường phát triển đúng đắn/nề nếp
19269	1.55	递过	遞過	dìguò	đệ qua/đệ quá/đái qua/đái quá	đưa qua
19270	1.55	玛瑙	瑪瑙	mǎnǎo	mã não	mã não
19271	1.55	传阅	傳閱	chuányuè	truyện duyệt/truyến duyệt/truyền duyệt	truyền đọc/chuyền đọc/truyền tay nhau đọc/chuyền tay đọc
19272	1.55	雅加达	雅加達	yǎjiādá	nhã gia đạt	Gia-các-ta/Jakarta
19273	1.55	寄语	寄語	jìyǔ	kí ngứ/kí ngữ	chuyển lời cho người khác
19274	1.55	初秋	初秋	chūqīu	sơ thu	đầu thu/tháng 7/tháng đầu mùa thu
19275	1.54	健儿	健兒	jiànér	kiện nhi/kiện nghê/kiện nhân	dũng sĩ/người khoẻ mạnh/tráng sĩ
19276	1.54	校规	校規	xiàogūi	giáo quy/hiệu quy/hào quy	nội quy trường học
19277	1.54	吃不上	吃不上	chībùshàng	khiết phầu thượng/khiết phầu thướng/khiết phủ thượng/khiết phủ thướng/khiết bất thượng/khiết bất thướng/khiết phi thượng/khiết phi thướng/cật phầu thượng/cật phầu thướng/cật phủ thượng/cật phủ thướng/cật bất thượng/cật bất thướng/cật phi thượng/cật phi thướng	không kịp ăn/không có gì để ăn/ăn thiếu món/hụt ăn
19278	1.54	狼狗	狼狗	lánggǒu	lang cẩu	chó săn
19279	1.54	黑洞洞	黑洞洞	hēidòngdòng	hắc đỗng đỗng/hắc đỗng động/hắc động đỗng/hắc động động	tối om/tối om om/tối mò/tối mịt/tối như bưng/tối như hũ nút
19280	1.54	倒卖	倒賣	dǎomài	đảo mại	đầu cơ trục lợi/mua đi bán lại
19281	1.54	五十五	五十五	wǔshíwǔ	ngũ thập ngũ	năm mươi lăm
19282	1.54	卖方	賣方	màifāng	mại phương	người bán
19283	1.54	臭骂	臭罵	chòumà	xú mạ/khứu mạ	thoá mạ/chửi rủa thậm tệ
19284	1.54	解闷	解悶	jiěmèn	giải muộn/giái muộn/giới muộn	giải buồn/giải sầu
19285	1.54	情报局	情報局	qíngbàojú	tình báo cục	cơ quan tình báo/cục tình báo
19286	1.54	突袭	突襲	tūxí	đột tập	đánh bất ngờ/tập kích/đánh úp bất ngờ/tập kích bất ngờ
19287	1.54	哥儿们	哥兒們	gēérmen	ca nhi môn/ca nghê môn/ca nhân môn	các anh em/các anh
19288	1.54	附着	附著	fùzháo	phụ trứ/phụ khán	bám vào
19289	1.54	好景不长	好景不長	hǎojǐngbùcháng	hảo cảnh phầu trướng/hảo cảnh phầu trường/hảo cảnh phầu trưởng/hảo cảnh phủ trướng/hảo cảnh phủ trường/hảo cảnh phủ trưởng/hảo cảnh bất trướng/hảo cảnh bất trường/hảo cảnh bất trưởng/hảo cảnh phi trướng/hảo cảnh phi trường/hảo cảnh phi trưởng/hiếu cảnh phầu trướng/hiếu cảnh phầu trường/hiếu cảnh phầu trưởng/hiếu cảnh phủ trướng/hiếu cảnh phủ trường/hiếu cảnh phủ trưởng/hiếu cảnh bất trướng/hiếu cảnh bất trường/hiếu cảnh bất trưởng/hiếu cảnh phi trướng/hiếu cảnh phi trường/hiếu cảnh phi trưởng	ngày vui ngắn chẳng tầy gang/tiệc vui chóng tàn/điều tốt đẹp không tồn tại mãi
19290	1.54	转述	轉述	zhuǎnshù	chuyến thuật/chuyển thuật	thuật lại/nhắc lại/kể lại
19291	1.54	停当	停當	tíngdāng	đình đương/đình đáng	sẵn sàng/xong xuôi/đâu ra đấy
19292	1.54	器物	器物	qìwù	khí vật	đồ vật/dụng cụ/đồ dùng
19293	1.54	反向	反向	fǎnxiàng	phiên hướng/phiên hưởng/phản hướng/phản hưởng	ngược/đảo ngược
19294	1.54	欢愉	歡愉	huānyú	hoàn thâu/hoàn du/hoan thâu/hoan du	vui thích/vui sướng/vui mừng/vui vẻ
19295	1.54	自由市场	自由市場	zìyóushìcháng	tự do thị tràng/tự do thị trường	thị trường tự do
19296	1.54	井井有条	井井有條	jǐngjǐngyǒutiáo	tỉnh tỉnh dựu điều/tỉnh tỉnh dựu thiêu/tỉnh tỉnh dựu điêu/tỉnh tỉnh hữu điều/tỉnh tỉnh hữu thiêu/tỉnh tỉnh hữu điêu	gọn gàng ngăn nắp/ngay ngắn rõ ràng/ngăn nắp/có ngăn có nắp
19297	1.54	堕入	墮入	duòrù	huy nhập/đọa nhập	rơi vào
19298	1.54	大部队	大部隊	dàbùdùi	đại bộ đội/thái bộ đội	đại bộ đội
19299	1.54	载客	載客	zàikè	tái khách/tại khách/tải khách	đón khách
19300	1.54	听天由命	聽天由命	tīngtiānyóumìng	thính thiên do mệnh	mặc cho số phận/phó thác cho trời
19301	1.54	功勋	功勛	gōngxūn	công huân	công huân/công trạng/công lao/kỳ công/thành tích chói lọi
19302	1.54	克格勃	克格勃	kègébó	khắc các bột/khắc cách bột	KGB
19303	1.54	闸门	閘門	zhámén	sạp môn/áp môn	miệng cống/cửa cống
19304	1.54	猎手	獵手	lièshǒu	liệp thủ	thợ săn/tay thợ săn/tay săn giỏi
19305	1.54	侧过	側過	cèguò	trắc qua/trắc quá	nghiêng đi
19306	1.54	蹦跳	蹦跳	bèngtiào	bính khiêu	nhảy bắn/nhảy về phía trước
19307	1.54	薄薄	薄薄	bóbó	bạc bạc/bạc bác/bác bạc/bác bác	hơi mỏng
19308	1.54	心中有数	心中有數	xīnzhōngyǒushù	tâm trúng dựu sác/tâm trúng dựu xúc/tâm trúng dựu số/tâm trúng dựu sổ/tâm trúng hữu sác/tâm trúng hữu xúc/tâm trúng hữu số/tâm trúng hữu sổ/tâm trung dựu sác/tâm trung dựu xúc/tâm trung dựu số/tâm trung dựu sổ/tâm trung hữu sác/tâm trung hữu xúc/tâm trung hữu số/tâm trung hữu sổ	trong lòng hiểu rõ/trong lòng có dự kiến trước/lòng đã tính trước
19309	1.54	疗养院	療養院	liáoyǎngyuàn	liệu dượng viện/liệu dưỡng viện	trại an dưỡng/viện điều dưỡng/dưỡng đường
19310	1.54	耍赖	耍賴	shuǎlài	sái lại/sọa lại	xấu lắm/chơi xỏ lá/chơi xấu
19311	1.54	换钱	換錢	huànqián	hoán tiền/hoán tiễn	đổi tiền/bán lấy tiền/bán được tiền
19312	1.54	划线	劃線	huáxiàn	hoạch tuyến/hoa tuyến	phác họa/vạch/vẽ/gạch dưới/gạch chân
19313	1.54	待机	待機	dàijī	đãi ky/đãi ki/đãi cơ	chờ thời/đợi thời/chờ dịp/chờ thời cơ
19314	1.54	收缴	收繳	shōujiǎo	thu chước/thu kiểu/thú chước/thú kiểu	đoạt lại/thu được/đoạt được
19315	1.54	来路	來路	láilù	lai lộ/lãi lộ	lai lịch/đường về/đường đi/lối vào/nguồn gốc/nguồn/gốc/bắt nguồn/khởi thủy/khởi nguyên
19316	1.54	痛打	痛打	tòngdǎ	thống đả	ra sức đánh/đánh dữ dội
19317	1.54	歌喉	歌喉	gēhóu	ca hầu	giọng hát/giọng ca
19318	1.54	亏本	虧本	yúběn	khuy bổn/khuy bản	lỗ vốn/mắc nợ/hụt tiền/thiếu hụt/lỗ lã
19320	1.54	势利	勢利	shìlì	thế lợi	lợi thế/bợ đỡ/bợ đít/nịnh hót/nịnh bợ
19321	1.54	半途而废	半途而廢	bàntúérfèi	bán đồ nhi phế	bỏ vở nửa chừng/nửa chừng bỏ dở/bỏ dở dang/không đến nơi đến chốn
19323	1.54	水田	水田	shǔitián	thủy điền	ruộng nước
19324	1.54	施政	施政	shīzhèng	thí chánh/thí chính/dị chánh/dị chính/thi chánh/thi chính/thỉ chánh/thỉ chính	thi hành biện pháp chính trị/cầm quyền trị nước/công việc nhà nước
19325	1.54	碰壁	碰壁	pèngbì	binh bích/bính bích	vấp phải trắc trở/vấp váp
19326	1.54	地价	地價	dìjià	đích giá/đích giới/địa giá/địa giới	giá đất
19327	1.54	欢欣	歡欣	huānxīn	hoàn hân/hoàn hy/hoan hân/hoan hy	hân hoan/phấn khởi/vui vẻ/vui mừng/vui sướng
19328	1.54	蝴蝶结	蝴蝶結	húdiéjié	hồ điệp kết	nơ con bướm/cái nơ/nơ bướm/nút hình bướm
19330	1.54	文言	文言	wényán	văn ngân/văn ngôn/vấn ngân/vấn ngôn	văn ngôn/cổ văn
19331	1.54	耳膜	耳膜	ěrmò	nhĩ mô	màng tai
19333	1.54	抱拳	抱拳	bàoquán	bão quyền	ôm quyền/chắp tay/cung tay làm lễ
19334	1.54	少时	少時	shǎoshí	thiếu thì/thiếu thời/thiểu thì/thiểu thời	không bao lâu/chẳng mấy chốc
19335	1.54	出工	出工	chūgōng	xích công/xúy công/xuất công	xuất công/đi làm
19336	1.54	分贝	分貝	fēnbèi	phận bối/phân bối	đê-xi-ben
19337	1.54	一气呵成	一氣呵成	yīqìhēchéng	nhất khí a thành/nhất khất a thành	hành văn liền mạch lưu loát/công tác liên tục
19338	1.54	默写	默寫	mòxiě	mặc tả	viết chính tả/ám tả
19339	1.54	褴褛	襤褸	bǎolv̌	lam lũ	lam lũ/rách rưới/tả tơi
19341	1.54	屈指可数	屈指可數	qūzhǐkěshù	khuất chỉ khả sác/khuất chỉ khả xúc/khuất chỉ khả số/khuất chỉ khả sổ/khuất chỉ khắc sác/khuất chỉ khắc xúc/khuất chỉ khắc số/khuất chỉ khắc sổ/quật chỉ khả sác/quật chỉ khả xúc/quật chỉ khả số/quật chỉ khả sổ/quật chỉ khắc sác/quật chỉ khắc xúc/quật chỉ khắc số/quật chỉ khắc sổ	có thể đếm được trên đầu ngón tay
19342	1.53	清丽	清麗	qīnglì	thanh ly/thanh lệ	thanh lệ/tươi đẹp
19343	1.53	巧遇	巧遇	qiǎoyù	xảo ngộ	xảo ngộ/tình cờ gặp/gặp gỡ tình cờ
19344	1.53	白雪公主	白雪公主	báixuěgōngzhǔ	bạch tuyết công chủ	công chúa bạch tuyết
19345	1.53	海运	海運	hǎiyùn	hải vận	hải vận/vận chuyển đường biển/vận tải biển
19346	1.53	高谈阔论	高談闊論	gāotánkuòlùn	cao đàm khoát luân/cao đàm khoát luận	cao đàm khoát luận/bàn luận viển vông/ba hoa khoác lác
19347	1.53	损益	損益	sǔnyì	tổn ích	tăng giảm/thua thiệt/lợi thiệt/lỗ lãi
19348	1.53	恶臭	惡臭	èchòu	ố xú/ố khứu/ác xú/ác khứu/ô xú/ô khứu	tanh tưởi/tanh rình/tanh hôi
19349	1.53	乐土	樂土	lètǔ	nhạc đỗ/nhạc độ/nhạc thổ/lạc đỗ/lạc độ/lạc thổ/nhạo đỗ/nhạo độ/nhạo thổ	cõi yên vui/thiên đường/nơi sung sướng
19351	1.53	虚度	虛度	xūdù	hư đạc/hư độ/khư đạc/khư độ	sống uổng/sống hoài
