rank	frequency	word	pinyin	traditional	hanviet
38322.0	1.0	话梅	huàméi	話梅	thoại mai
38323.0	1.0	里居	lǐjū	里居	lí cư, lí kí, lý cư, lý kí
38326.0	1.0	新都	xīndū	新都	tân đô
38327.0	1.0	逊尼派	xùnnípài	遜尼派	tốn nặc phái, tốn nệ phái, tốn nật phái, tốn ni phái
38328.0	1.0	那俩	nàliǎ	那倆	na lưỡng, nả lưỡng
38329.0	1.0	无锡市	wúxíshì	無錫市	vô connect thị, vô tích thị, mô connect thị, mô tích thị
38331.0	1.0	热风	rèfēng	熱風	nhiệt phong
38334.0	1.0	小高	xiǎogāo	小高	tiểu cao
38336.0	1.0	SHOW	SHOW	SHOW	
38337.0	1.0	常言道	chángyándào	常言道	thường ngân đáo, thường ngân đạo, thường ngôn đáo, thường ngôn đạo
38339.0	1.0	纪念邮票	jìniànyóupiào	紀念郵票	kỉ niệm bưu phiêu, kỉ niệm bưu tiêu, kỉ niệm bưu phiếu
38342.0	1.0	存量	cúnliàng	存量	tồn lương, tồn lượng
38343.0	1.0	出租车公司	chūzūchēgōngsī	出租車公司	xích tô xa công tư, xích tô xa công ti, xúy tô xa công tư, xúy tô xa công ti, xuất tô xa công tư, xuất tô xa công ti
38345.0	1.0	淞	sōng	淞	tùng
38346.0	1.0	羞于	xīuyú	羞於	tu ư, tu hu, tu ô, tu vu
38347.0	1.0	hehe	hehe	hehe	
38348.0	1.0	长线	chángxiàn	長線	trướng tuyến, trường tuyến, trưởng tuyến
38350.0	1.0	下周一	xiàzhōuyī	下周一	hạ chu nhất, há chu nhất
38351.0	1.0	株洲	zhūzhōu	株洲	chu châu, châu châu
38352.0	1.0	points	points	points	
38353.0	1.0	金玉奴	jīnyùnú	金玉奴	kim ngọc nô, kim túc nô
38355.0	1.0	母亲河	mǔqīnhé	母親河	mẫu thân hà, mẫu thấn hà
38356.0	1.0	改作	gǎizuò	改作	cải tác
38359.0	1.0	死缓	sǐhuǎn	死緩	tử hoãn
38360.0	1.0	中国科	zhōngguókē	中國科	trúng quốc khoa, trung quốc khoa
38362.0	1.0	马寅初	mǎyínchū	馬寅初	mã dần sơ
38364.0	1.0	俞威	yúwēi	俞威	du uy
38366.0	1.0	经济师	jīngjìshī	經濟師	kinh tế sư, kinh tể sư
38369.0	1.0	薛布	xuēbù	薛布	tiết bố
38376.0	1.0	天赐	tiānsì	天賜	thiên tứ
38377.0	1.0	杭城	hángchéng	杭城	hàng thành
38378.0	1.0	NPC	NPC	NPC	
38379.0	1.0	平放	píngfàng	平放	bình phỏng, bình phóng, biền phỏng, biền phóng
38382.0	1.0	釜山	fǔshān	釜山	phủ san, phủ sơn
38383.0	1.0	神通广大	shéntōngguǎngdà	神通廣大	thần thông nghiễm đại, thần thông nghiễm thái, thần thông quảng đại, thần thông quảng thái, thần thông yểm đại, thần thông yểm thái, thần thông quáng đại, thần thông quáng thái
38384.0	1.0	plus	plus	plus	
38388.0	1.0	RFID	RFID	RFID	
38389.0	1.0	面包店	miànbāodiàn	麵包店	miến bao điếm, diện bao điếm
38390.0	1.0	敲诈勒索	qiāozhàlèsuǒ	敲詐勒索	xao trá lặc tác, xao trá lặc sách
38393.0	1.0	stand	stand	stand	
38396.0	1.0	Korea	Korea	Korea	
38397.0	1.0	屙	ē	屙	a
38398.0	1.0	心率	xīnlv̀	心率	tâm soát, tâm súy, tâm luật, tâm suất
38399.0	1.0	飘进	piāojìn	飄進	phiêu tiến
38400.0	1.0	猎头	liètóu	獵頭	liệp đầu
38402.0	1.0	烂掉	làndiào	爛掉	lạn trạo, lạn điệu
38403.0	1.0	砖块	zhuānkuài	磚塊	chuyên khối
38405.0	1.0	陆家嘴	lùjiāzǔi	陸家嘴	lục gia chủy, lục cô chủy
38406.0	1.0	新竹	xīnzhú	新竹	tân trúc
38407.0	1.0	信道	xìndào	信道	tín đáo, tín đạo
38408.0	1.0	糖醋	tángcù	糖醋	đường thố
38410.0	1.0	王励勤	wánglìqín	王勵勤	vượng lệ cần, vương lệ cần
38411.0	1.0	吴宇森	wúyǔsēn	吳宇森	ngô vũ sâm
38415.0	1.0	十万八千	shíwànbāqiān	十萬八千	thập vạn bát thiên, thập mặc bát thiên
38416.0	1.0	rest	rest	rest	
38417.0	1.0	奇石	qíshí	奇石	kì thạch, cơ thạch
38418.0	1.0	聋哑	lóngyǎ	聾啞	lung nha, lung ách, lung á
38420.0	1.0	郦	lì	酈	lịch, li
38422.0	1.0	胃癌	wèiái	胃癌	vị nham
38427.0	1.0	尿液	niàoyè	尿液	niệu dịch
38429.0	1.0	反革命分子	fǎngémìngfēnzǐ	反革命分子	phiên cức mệnh phận tử, phiên cức mệnh phận tý, phiên cức mệnh phân tử, phiên cức mệnh phân tý, phiên cách mệnh phận tử, phiên cách mệnh phận tý, phiên cách mệnh phân tử, phiên cách mệnh phân tý, phản cức mệnh phận tử, phản cức mệnh phận tý, phản cức mệnh phân tử, phản cức mệnh phân tý, phản cách mệnh phận tử, phản cách mệnh phận tý, phản cách mệnh phân tử, phản cách mệnh phân tý
38431.0	1.0	西裤	xīkù	西褲	tây khố, tê khố
38432.0	1.0	北京奥组委	běijīngàozǔwěi	北京奧組委	bắc kinh úc tổ ủy, bắc kinh úc tổ uy, bắc kinh áo tổ ủy, bắc kinh áo tổ uy
38436.0	1.0	图书馆学	túshūguǎnxué	圖書館學	đồ thư quán học
38439.0	1.0	把儿	bǎér	把兒	bả nhi, bả nghê, bả nhân
38440.0	1.0	岩壁	yánbì	岩壁	nham bích
38445.0	1.0	欢度	huāndù	歡度	hoàn đạc, hoàn độ, hoan đạc, hoan độ
38449.0	1.0	柑	gān	柑	cam
38451.0	1.0	约稿	yuēgǎo	約稿	ước cảo
38452.0	1.0	康纳	kāngnà	康納	khang nạp
38453.0	1.0	陈升	chénshēng	陳升	trần thăng, trận thăng
38454.0	1.0	咖啡吧	kāfēiba	咖啡吧	già phỉ ba, già phê ba
38456.0	1.0	莫高窟	mògāokū	莫高窟	bá cao quật, mạch cao quật, mộ cao quật, mạc cao quật
38458.0	1.0	bed	bed	bed	
38460.0	1.0	截然相反	jiéránxiāngfǎn	截然相反	tiệt nhiên tương phiên, tiệt nhiên tương phản, tiệt nhiên tướng phiên, tiệt nhiên tướng phản
38461.0	1.0	便宜货	biànyíhuò	便宜貨	tiện nghi hóa
38462.0	1.0	撒开	sākāi	撒開	tát khai, tản khai
38463.0	1.0	搞懂	gǎodǒng	搞懂	cảo đổng
38465.0	1.0	王建	wángjiàn	王建	vượng kiến, vượng kiển, vương kiến, vương kiển
38466.0	1.0	势在必行	shìzàibìxíng	勢在必行	thế tại tất hành, thế tại tất hạnh, thế tại tất hạng, thế tại tất hàng
38467.0	1.0	金凤	jīnfèng	金鳳	kim phượng
38468.0	1.0	力克	lìkè	力克	lực khắc
38470.0	1.0	宝华	bǎohuá	寶華	bảo hoa, bảo hóa
38472.0	1.0	女校	nv̌xiào	女校	nhữ giáo, nhữ hiệu, nhữ hào, nữ giáo, nữ hiệu, nữ hào, nứ giáo, nứ hiệu, nứ hào
38474.0	1.0	闲坐	xiánzuò	閒坐	gián tọa, gian tọa, nhàn tọa
38475.0	1.0	打字员	dǎzìyuán	打字員	đả tự viên, đả tự vân
38476.0	1.0	州政府	zhōuzhèngfǔ	州政府	châu chánh phủ, châu chính phủ
38477.0	1.0	田歌	tiángē	田歌	điền ca
38478.0	1.0	上海图书馆	shànghǎitúshūguǎn	上海圖書館	thượng hải đồ thư quán, thướng hải đồ thư quán
38479.0	1.0	努尔哈赤	nǔěrhāchì	努爾哈赤	nỗ nhĩ cáp xích, nỗ nhĩ cáp thích
38480.0	1.0	惹麻烦	rěmáfán	惹麻煩	nhạ ma phiền
38481.0	1.0	保卫科	bǎowèikē	保衛科	bảo vệ khoa
38482.0	1.0	亚太区	yàtàiqū	亞太區	á thái khu, á thái âu
38483.0	1.0	玉清	yùqīng	玉清	ngọc thanh, túc thanh
38485.0	1.0	妈祖	māzǔ	媽祖	mụ tổ, ma tổ
38486.0	1.0	咬紧	yǎojǐn	咬緊	giảo khẩn
38488.0	1.0	不可理解	bùkělǐjiě	不可理解	phầu khả lí giải, phầu khả lí giái, phầu khả lí giới, phầu khả lý giải, phầu khả lý giái, phầu khả lý giới, phầu khắc lí giải, phầu khắc lí giái, phầu khắc lí giới, phầu khắc lý giải, phầu khắc lý giái, phầu khắc lý giới, phủ khả lí giải, phủ khả lí giái, phủ khả lí giới, phủ khả lý giải, phủ khả lý giái, phủ khả lý giới, phủ khắc lí giải, phủ khắc lí giái, phủ khắc lí giới, phủ khắc lý giải, phủ khắc lý giái, phủ khắc lý giới, bất khả lí giải, bất khả lí giái, bất khả lí giới, bất khả lý giải, bất khả lý giái, bất khả lý giới, bất khắc lí giải, bất khắc lí giái, bất khắc lí giới, bất khắc lý giải, bất khắc lý giái, bất khắc lý giới, phi khả lí giải, phi khả lí giái, phi khả lí giới, phi khả lý giải, phi khả lý giái, phi khả lý giới, phi khắc lí giải, phi khắc lí giái, phi khắc lí giới, phi khắc lý giải, phi khắc lý giái, phi khắc lý giới
38489.0	1.0	DNS	DNS	DNS	
38493.0	0.99	auf	auf	auf	
38494.0	0.99	唐居易	tángjūyì	唐居易	đường cư dịch, đường cư dị, đường kí dịch, đường kí dị
38497.0	0.99	child	child	child	
38498.0	0.99	心内	xīnnèi	心內	tâm nội, tâm nạp
38499.0	0.99	仟	qiān	仟	thiên
38502.0	0.99	晨风	chénfēng	晨風	thần phong
38503.0	0.99	主任委员	zhǔrènwěiyuán	主任委員	chủ nhậm ủy viên, chủ nhậm ủy vân, chủ nhậm uy viên, chủ nhậm uy vân, chủ nhâm ủy viên, chủ nhâm ủy vân, chủ nhâm uy viên, chủ nhâm uy vân
38504.0	0.99	练字	liànzì	練字	luyện tự
38505.0	0.99	德国政府	déguózhèngfǔ	德國政府	đức quốc chánh phủ, đức quốc chính phủ
38508.0	0.99	小安	xiǎoān	小安	tiểu an
38509.0	0.99	访友	fǎngyǒu	訪友	phỏng hữu, phóng hữu
38516.0	0.99	所好	suǒhǎo	所好	sở hảo, sở hiếu
38519.0	0.99	visit	visit	visit	
38520.0	0.99	另当别论	lìngdāngbiélùn	另當別論	lánh đương biệt luân, lánh đương biệt luận, lánh đáng biệt luân, lánh đáng biệt luận
38522.0	0.99	口儿	kǒuér	口兒	khẩu nhi, khẩu nghê, khẩu nhân
38524.0	0.99	人平	rénpíng	人平	nhân bình, nhân biền
38526.0	0.99	GBA	GBA	GBA	
38527.0	0.99	刘烨	líuyè	劉燁	lưu diệp
38529.0	0.99	无神论者	wúshénlùnzhě	無神論者	vô thần luân giả, vô thần luận giả, mô thần luân giả, mô thần luận giả
38530.0	0.99	无愧于	wúkùiyú	無愧於	vô quý ư, vô quý hu, vô quý ô, vô quý vu, mô quý ư, mô quý hu, mô quý ô, mô quý vu
38531.0	0.99	拉人	lārén	拉人	lạp nhân
38532.0	0.99	盖有	gàiyǒu	蓋有	cái dựu, cái hữu
38533.0	0.99	通缉令	tōngqìlìng	通緝令	thông tập lệnh, thông tập linh
38534.0	0.99	交易量	jiāoyìliàng	交易量	giao dịch lương, giao dịch lượng, giao dị lương, giao dị lượng
38535.0	0.99	一草一木	yīcǎoyīmù	一草一木	nhất thảo nhất mộc
38537.0	0.99	master	master	master	
38538.0	0.99	TCP	TCP	TCP	
38541.0	0.99	南华	nánhuá	南華	nam hoa, nam hóa
38546.0	0.99	难民营	nánmínyíng	難民營	nan dân doanh, nan dân dinh, nạn dân doanh, nạn dân dinh
38549.0	0.99	八哥	bāgē	八哥	bát ca
38551.0	0.99	大东海	dàdōnghǎi	大東海	đại đông hải, thái đông hải
38552.0	0.99	蓄水	xùshǔi	蓄水	súc thủy
38553.0	0.99	小虾	xiǎoxiā	小蝦	tiểu hà
38554.0	0.99	合格证	hégézhèng	合格證	hợp các chứng, hợp cách chứng, cáp các chứng, cáp cách chứng
38555.0	0.99	弱项	ruòxiàng	弱項	nhược hạng
38557.0	0.99	黑山	hēishān	黑山	hắc san, hắc sơn
38559.0	0.99	汇出	hùichū	匯出	vị xích, vị xúy, vị xuất, hối xích, hối xúy, hối xuất, vựng xích, vựng xúy, vựng xuất
38560.0	0.99	m2	m2	m2	
38562.0	0.99	方先生	fāngxiānshēng	方先生	phương tiên sanh, phương tiên sinh, phương tiến sanh, phương tiến sinh
38563.0	0.99	孙家	sūnjiā	孫家	tốn gia, tốn cô, tôn gia, tôn cô
38565.0	0.99	拿住	názhù	拿住	noa trụ, nã trụ, nư trụ
38566.0	0.99	下年	xiànián	下年	hạ niên, há niên
38567.0	0.99	严管	yánguǎn	嚴管	nghiêm quản
38568.0	0.99	襄樊	xiāngfán	襄樊	tương phiền, tương phàn
38569.0	0.99	石越	shíyuè	石越	thạch hoạt, thạch việt
38570.0	0.99	京京	jīngjīng	京京	kinh kinh
38572.0	0.99	稍纵即逝	shāozòngjíshì	稍縱即逝	sảo tung tức thệ, sảo túng tức thệ, sảo tổng tức thệ, sao tung tức thệ, sao túng tức thệ, sao tổng tức thệ
38573.0	0.99	CE	CE	CE	
38580.0	0.99	蔼	ǎi	藹	ái
38581.0	0.99	胡杨	húyáng	胡楊	hồ dương
38583.0	0.99	肉馅	ròuxiàn	肉餡	nậu hãm, nhục hãm, nhụ hãm
38584.0	0.99	人民出版社	rénmínchūbǎnshè	人民出版社	nhân dân xích bản xã, nhân dân xúy bản xã, nhân dân xuất bản xã
38585.0	0.99	切诺基	qiēnuòjī	切諾基	thế nặc cơ, thiết nặc cơ
38586.0	0.99	宜宾	yíbīn	宜賓	nghi tân, nghi thấn
38588.0	0.99	洗衣店	xǐyīdiàn	洗衣店	tiển ý điếm, tiển y điếm, tẩy ý điếm, tẩy y điếm
38591.0	0.99	Ｃ．	Ｃ．	Ｃ．	
38592.0	0.99	管理部	guǎnlǐbù	管理部	quản lí bộ, quản lý bộ
38594.0	0.99	奶制品	nǎizhìpǐn	奶製品	nãi chế phẩm
38595.0	0.99	sleep	sleep	sleep	
38597.0	0.99	吝	lìn	吝	lận
38602.0	0.99	思想政治教育	sīxiǎngzhèngzhìjiàoyù	思想政治教育	tư tưởng chánh trị giáo dục, tư tưởng chánh trì giáo dục, tư tưởng chính trị giáo dục, tư tưởng chính trì giáo dục, tai tưởng chánh trị giáo dục, tai tưởng chánh trì giáo dục, tai tưởng chính trị giáo dục, tai tưởng chính trì giáo dục, tứ tưởng chánh trị giáo dục, tứ tưởng chánh trì giáo dục, tứ tưởng chính trị giáo dục, tứ tưởng chính trì giáo dục
38607.0	0.99	美声	měishēng	美聲	mĩ thanh, mỹ thanh
38608.0	0.99	恸	tòng	慟	đỗng
38609.0	0.99	区域性	qūyùxìng	區域性	khu vực tính, âu vực tính
38610.0	0.99	返身	fǎnshēn	返身	phản thân, phản quyên
38611.0	0.99	站不住脚	zhànbùzhùjiǎo	站不住腳	trạm phầu trụ cước, trạm phủ trụ cước, trạm bất trụ cước, trạm phi trụ cước
38612.0	0.99	小头	xiǎotóu	小頭	tiểu đầu
38613.0	0.99	嘞	lei	嘞	
38614.0	0.99	资本主义社会	zīběnzhǔyìshèhùi	資本主義社會	tư bổn chủ nghĩa xã hội, tư bổn chủ nghĩa xã cối, tư bản chủ nghĩa xã hội, tư bản chủ nghĩa xã cối
38617.0	0.99	跌进	diējìn	跌進	điệt tiến, trật tiến
38618.0	0.99	燕赵	yànzhào	燕趙	yến triệu, yên triệu
38620.0	0.99	谤	bàng	謗	báng
38622.0	0.99	内设	nèishè	內設	nội thiết, nạp thiết
38628.0	0.99	past	past	past	
38629.0	0.99	小辣椒	xiǎolàjiāo	小辣椒	tiểu lạt tiêu
38632.0	0.99	会员国	hùiyuánguó	會員國	hội viên quốc, hội vân quốc, cối viên quốc, cối vân quốc
38633.0	0.99	永明	yǒngmíng	永明	vĩnh minh
38634.0	0.99	老龄化	lǎolínghuà	老齡化	lão linh hóa
38639.0	0.99	minutes	minutes	minutes	
38641.0	0.99	医学界	yìxuéjiè	醫學界	y học giới
38643.0	0.99	地球村	dìqíucūn	地球村	đích cầu thôn, địa cầu thôn
38645.0	0.99	唐老鸭	tánglǎoyā	唐老鴨	đường lão áp
38647.0	0.99	hansi	hansi	hansi	
38648.0	0.99	云姐	yúnjiě	雲姐	vân tỷ, vân tả, vân thư
38651.0	0.99	逮到	dàidào	逮到	đệ đáo, đãi đáo
38652.0	0.99	死路一条	sǐlùyītiáo	死路一條	tử lộ nhất điều, tử lộ nhất thiêu, tử lộ nhất điêu
38653.0	0.99	污染物	wūrǎnwù	汙染物	ố nhiễm vật, ô nhiễm vật, oa nhiễm vật
38654.0	0.99	尚斌	shàngbīn	尚斌	thượng bân
38658.0	0.99	作品展	zuòpǐnzhǎn	作品展	tác phẩm triển
38659.0	0.99	张俊	zhāngjùn	張俊	trướng tuấn, trương tuấn
38662.0	0.99	唐华	tánghuá	唐華	đường hoa, đường hóa
38665.0	0.99	倒抽	dǎochōu	倒抽	đảo trừu
38666.0	0.99	中低档	zhōngdīdǎng	中低檔	trúng đê đương, trúng đê đáng, trung đê đương, trung đê đáng
38667.0	0.99	教育处	jiàoyùchù	教育處	giáo dục xử, giáo dục xứ
38668.0	0.99	罗罗	luōluō	羅羅	la la
38669.0	0.99	宝岛	bǎodǎo	寶島	bảo đảo
38671.0	0.99	青岛日报	qīngdǎorìbào	青島日報	thanh đảo nhật báo
38672.0	0.99	盖儿	gàiér	蓋兒	cái nhi, cái nghê, cái nhân
38674.0	0.99	炯炯有神	jiǒngjiǒngyǒushén	炯炯有神	huỳnh huỳnh dựu thần, huỳnh huỳnh hữu thần, huỳnh quýnh dựu thần, huỳnh quýnh hữu thần, quýnh huỳnh dựu thần, quýnh huỳnh hữu thần, quýnh quýnh dựu thần, quýnh quýnh hữu thần
38677.0	0.99	香港政府	xiānggǎngzhèngfǔ	香港政府	hương cảng chánh phủ, hương cảng chính phủ
38678.0	0.99	维维	wéiwéi	維維	duy duy
38679.0	0.99	晓雯	xiǎowén	曉雯	hiểu văn
38680.0	0.99	新派	xīnpài	新派	tân phái
38681.0	0.99	客客气气	kèkèqìqì	客客氣氣	khách khách khí khí, khách khách khí khất, khách khách khất khí, khách khách khất khất
38683.0	0.99	攸	yōu	攸	du
38685.0	0.99	AC3	AC3	AC3	
38689.0	0.99	エ	エ	エ	
38690.0	0.99	become	become	become	
38691.0	0.99	棹	zhuō	櫂	trạc, trác, trạo
38692.0	0.99	co	co	co	
38695.0	0.99	吹散	chūisàn	吹散	xuy tán, xuy tản, xúy tán, xúy tản
38696.0	0.99	摄影棚	shèyǐngpéng	攝影棚	nhiếp ảnh bằng
38697.0	0.99	葑	fēng	葑	phúng, phong
38699.0	0.99	紧迫感	jǐnpògǎn	緊迫感	khẩn bách cảm
38701.0	0.99	中国女排	zhōngguónv̌pái	中國女排	trúng quốc nhữ bài, trúng quốc nữ bài, trúng quốc nứ bài, trung quốc nhữ bài, trung quốc nữ bài, trung quốc nứ bài
38703.0	0.99	流脑	líunǎo	流腦	lưu não
38706.0	0.99	加减	jiājiǎn	加減	gia giảm
38707.0	0.99	握有	wòyǒu	握有	ác dựu, ác hữu
38708.0	0.99	中译本	zhōngyìběn	中譯本	trúng dịch bổn, trúng dịch bản, trung dịch bổn, trung dịch bản
38711.0	0.99	孟恩恺	mèngēnkǎi	孟恩愷	mãng ân khải, mạnh ân khải
38716.0	0.99	绵阳	miányáng	綿陽	miên dương
38717.0	0.99	TX	TX	TX	
38719.0	0.99	石狮	shíshī	石獅	thạch sư
38723.0	0.99	便携式	biànxiéshì	便攜式	tiện huề thức
38724.0	0.99	堆积如山	dūijīrúshān	堆積如山	đôi tích như san, đôi tích như sơn, đôi tí như san, đôi tí như sơn
38726.0	0.99	新新	xīnxīn	新新	tân tân
38727.0	0.99	Andrew	Andrew	Andrew	
38728.0	0.99	真实感	zhēnshígǎn	真實感	chân thật cảm
38729.0	0.99	认同感	rèntónggǎn	認同感	nhận đồng cảm
38732.0	0.99	天主教堂	tiānzhǔjiàotáng	天主教堂	thiên chủ giáo đường
38733.0	0.99	海航	hǎiháng	海航	hải hàng
38734.0	0.99	平湖	pínghú	平湖	bình hồ, biền hồ
38735.0	0.99	八月份	bāyuèfèn	八月份	bát nguyệt phân
38738.0	0.99	癣	xiǎn	癬	tiển
38739.0	0.99	加班费	jiābānfèi	加班費	gia ban phí, gia ban bỉ
38741.0	0.99	Linda	Linda	Linda	
38745.0	0.99	李政道	lǐzhèngdào	李政道	lí chánh đáo, lí chánh đạo, lí chính đáo, lí chính đạo, lý chánh đáo, lý chánh đạo, lý chính đáo, lý chính đạo
38748.0	0.98	满人	mǎnrén	滿人	mãn nhân
38751.0	0.98	炸掉	zhàdiào	炸掉	tạc trạo, tạc điệu
38752.0	0.98	参考消息	cānkǎoxiāoxī	參考消息	tham khảo tiêu tức, xam khảo tiêu tức, sâm khảo tiêu tức
38753.0	0.98	AmeKo	AmeKo	AmeKo	
38754.0	0.98	只限	zhǐxiàn	只限	kì hạn, chích hạn, chỉ hạn, chi hạn
38756.0	0.98	亚伯拉罕	yàbólāhǎn	亞伯拉罕	á bá lạp hãn
38759.0	0.98	丽都	lìdū	麗都	ly đô, lệ đô
38761.0	0.98	一九九五	yījǐujǐuwǔ	一九九五	nhất cưu cưu ngũ, nhất cưu cửu ngũ, nhất cửu cưu ngũ, nhất cửu cửu ngũ
38762.0	0.98	香梅	xiāngméi	香梅	hương mai
38765.0	0.98	non	non	non	
38770.0	0.98	秋香	qīuxiāng	秋香	thu hương
38775.0	0.98	领军人	lǐngjūnrén	領軍人	lĩnh quân nhân
38776.0	0.98	天寒地冻	tiānhándìdòng	天寒地凍	thiên hàn đích đống, thiên hàn địa đống
38782.0	0.98	陈省身	chénshěngshēn	陳省身	trần tỉnh thân, trần tỉnh quyên, trận tỉnh thân, trận tỉnh quyên
38783.0	0.98	狼狈不堪	lángbèibùkān	狼狽不堪	lang bái phầu kham, lang bái phủ kham, lang bái bất kham, lang bái phi kham
38785.0	0.98	掼	guàn	摜	quán
38786.0	0.98	美食家	měishíjiā	美食家	mĩ thực gia, mĩ thực cô, mĩ tự gia, mĩ tự cô, mỹ thực gia, mỹ thực cô, mỹ tự gia, mỹ tự cô
38787.0	0.98	三包	sānbāo	三包	tam bao, tám bao
38788.0	0.98	石油公司	shíyóugōngsī	石油公司	thạch du công tư, thạch du công ti
38791.0	0.98	总行	zǒngxíng	總行	tổng hành, tổng hạnh, tổng hạng, tổng hàng
38792.0	0.98	银杏树	yínxìngshù	銀杏樹	ngân hạnh thụ
38793.0	0.98	IIS	IIS	IIS	
38795.0	0.98	信阳	xìnyáng	信陽	tín dương
38796.0	0.98	落落大方	luòluòdàfāng	落落大方	lạc lạc đại phương, lạc lạc thái phương
38798.0	0.98	非洲人	fēizhōurén	非洲人	phi châu nhân
38799.0	0.98	磨出	móchū	磨出	ma xích, ma xúy, ma xuất, má xích, má xúy, má xuất
38800.0	0.98	香香的	xiāngxiāngde	香香的	hương hương đích, hương hương để
38802.0	0.98	四星级	sìxīngjí	四星級	tứ tinh cấp
38804.0	0.98	平谷	pínggǔ	平谷	bình dục, bình lộc, bình cốc, biền dục, biền lộc, biền cốc
38806.0	0.98	尤文图斯	yóuwéntúsī	尤文圖斯	vưu văn đồ tư, vưu vấn đồ tư, uông văn đồ tư, uông vấn đồ tư
38807.0	0.98	プ	プ	プ	
38809.0	0.98	福建人	fújiànrén	福建人	phúc kiến nhân, phúc kiển nhân
38811.0	0.98	合格率	hégélv̀	合格率	hợp các soát, hợp các súy, hợp các luật, hợp các suất, hợp cách soát, hợp cách súy, hợp cách luật, hợp cách suất, cáp các soát, cáp các súy, cáp các luật, cáp các suất, cáp cách soát, cáp cách súy, cáp cách luật, cáp cách suất
38812.0	0.98	法身	fǎshēn	法身	pháp thân, pháp quyên
38816.0	0.98	婉言谢绝	wǎnyánxièjué	婉言謝絕	uyển ngân tạ tuyệt, uyển ngôn tạ tuyệt
38817.0	0.98	急不可耐	jíbùkěnài	急不可耐	cấp phầu khả nại, cấp phầu khắc nại, cấp phủ khả nại, cấp phủ khắc nại, cấp bất khả nại, cấp bất khắc nại, cấp phi khả nại, cấp phi khắc nại
38820.0	0.98	两鬓	liǎngbìn	兩鬢	lạng mấn, lạng tấn, lưỡng mấn, lưỡng tấn
38822.0	0.98	戈壁滩	gēbìtān	戈壁灘	qua bích than
38824.0	0.98	新剧	xīnjù	新劇	tân kịch
38826.0	0.98	标上	biāoshàng	標上	phiêu thượng, phiêu thướng, tiêu thượng, tiêu thướng
38828.0	0.98	特别奖	tèbiéjiǎng	特別獎	đặc biệt tưởng
38829.0	0.98	某君	mǒujūn	某君	mỗ quân
38830.0	0.98	卷毛	juànmáo	卷毛	quyến mao, quyến mô, quyền mao, quyền mô, quyển mao, quyển mô
38831.0	0.98	使馆区	shǐguǎnqū	使館區	sử quán khu, sử quán âu, sứ quán khu, sứ quán âu
38832.0	0.98	鲜鱼	xiānyú	鮮魚	tiên ngư, tiển ngư
38834.0	0.98	畸	jī	畸	ki
38836.0	0.98	Centre	Centre	Centre	
38841.0	0.98	一九九一	yījǐujǐuyī	一九九一	nhất cưu cưu nhất, nhất cưu cửu nhất, nhất cửu cưu nhất, nhất cửu cửu nhất
38844.0	0.98	齐青雨	qíqīngyǔ	齊青雨	tư thanh vú, tư thanh vũ, tề thanh vú, tề thanh vũ, trai thanh vú, trai thanh vũ
38847.0	0.98	历年来	lìniánlái	曆年來	lịch niên lai, lịch niên lãi
38849.0	0.98	闯关	chuǎngguān	闖關	sấm quan, sấm loan
38852.0	0.98	黄脸	huángliǎn	黃臉	hoàng kiểm, hoàng thiểm
38853.0	0.98	满贯	mǎnguàn	滿貫	mãn quán
38854.0	0.98	登封	dēngfēng	登封	đăng phong
38855.0	0.98	自我批评	zìwǒpīpíng	自我批評	tự ngã phê bình
38857.0	0.98	吟诵	yínsòng	吟誦	ngâm tụng
38859.0	0.98	为政	wèizhèng	為政	vi chánh, vi chính
38860.0	0.98	reason	reason	reason	
38862.0	0.98	eat	eat	eat	
38864.0	0.98	滟	yàn	灩	liễm, diễm
38865.0	0.98	看看天	kànkàntiān	看看天	khán khán thiên
38866.0	0.98	昂起	ángqǐ	昂起	ngang khởi
38868.0	0.98	卫青	wèiqīng	衛青	vệ thanh
38870.0	0.98	香港中文大学	xiānggǎngzhōngwéndàxué	香港中文大學	hương cảng trúng văn đại học, hương cảng trúng văn thái học, hương cảng trúng vấn đại học, hương cảng trúng vấn thái học, hương cảng trung văn đại học, hương cảng trung văn thái học, hương cảng trung vấn đại học, hương cảng trung vấn thái học
38871.0	0.98	coming	coming	coming	
38878.0	0.98	理出	lǐchū	理出	lí xích, lí xúy, lí xuất, lý xích, lý xúy, lý xuất
38880.0	0.98	阿姆斯特朗	āmǔsītèlǎng	阿姆斯特朗	a mỗ tư đặc lãng, á mỗ tư đặc lãng
38881.0	0.98	rather	rather	rather	
38882.0	0.98	重罚	zhòngfá	重罰	trọng phạt, trùng phạt
38883.0	0.98	被害者	bèihàizhě	被害者	bị hạt giả, bị hại giả, bí hạt giả, bí hại giả
38885.0	0.98	嵩	sōng	崧	tung
38886.0	0.98	翻倒	fāndǎo	翻倒	phiên đảo
38887.0	0.98	张婷	zhāngtíng	張婷	trướng đình, trương đình
38888.0	0.98	tree	tree	tree	
38892.0	0.98	洛德	luòdé	洛德	lạc đức
38893.0	0.98	直上	zhíshàng	直上	trực thượng, trực thướng
38894.0	0.98	有碍	yǒuài	有礙	dựu ngại, hữu ngại
38895.0	0.98	攻击性	gōngjíxìng	攻擊性	công kích tính
38896.0	0.98	巽	xùn	巽	tốn
38898.0	0.98	三剑客	sānjiànkè	三劍客	tam kiếm khách, tám kiếm khách
